_,Name,AccountNumber,Nvt_External_Id__c,ParentId,twodcms__Active__c,WOD_2__Business_Units__c,WOD_2__Warranty_Account_Type__c,Nvt_Warranty_Dealer_Type__c,Phone,BillingCountry,BillingState,BillingCity,BillingStreet,BillingPostalCode,ShippingCountry,ShippingState,ShippingCity,ShippingStreet,ShippingPostalCode,CurrencyIsoCode,Nvt_DSM__c,twodcms__Primary_Email_Id__c,Nvt_Region__c,Issues
[Account],VOLVO LOGISTICS GROUP,ELT-VOLV,ELT-VOLV,,Active,C&I,Customer,,610-559-3585,US,MS,BYHALIS,100 GATEWAY GLOBAL DRIVE,38611,US,MS,BYHALIS,100 GATEWAY GLOBAL DRIVE,38611,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],Voss Equipment,HYS-VOSS,HYS-VOSS,,Active,C&I,Dealer,Truck Dealer,,US,IL,Harvey,15241 So. Commercial,60426,US,IL,Harvey,15241 So. Commercial,60426,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"Voss Equipment, Inc.",YALVOS3,YALVOS3,,Active,C&I,Dealer,Truck Dealer,708-547-4080,US,IL,Hillside,500 N Mannheim Rd Suite 2 -W,60162,US,IL,Hillside,500 N Mannheim Rd Suite 2 -W,60162,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"Waddell Power - Indianapolis, IN",481,481,,Active,C&I,Dealer,Battery Dealer,,US,IN,Indianapolis,5835 Decatur Blvd. Suite 200,46241,US,IN,Indianapolis,5835 Decatur Blvd. Suite 200,46241,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"Waddell Power - Indianapolis, IN",482-A,482-A,,Active,C&I,Dealer,Battery Dealer,,US,IN,Indianapolis,"6519 Creek Bay Dr, Apt C",49219,US,IN,Indianapolis,"6519 Creek Bay Dr, Apt C",49219,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"Waddell Power - Peoria, IL",479,479,,Active,C&I,Dealer,Battery Dealer,,US,IL,Peoria,6423 North Galena Rd,61614,US,IL,Peoria,6423 North Galena Rd,61614,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"Waddell Power - Murfreesboro, TN",480,480,,Active,C&I,Dealer,Battery Dealer,,US,TN,Murfreesboro,6112 New Nashville Hwy Suite A,37129,US,TN,Murfreesboro,6112 New Nashville Hwy Suite A,37129,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Waddell Power - New Albany, IN",488,488,,Active,C&I,Dealer,Battery Dealer,,US,IN,New Albany,"108 Security Pkwy, Ste A",47150,US,IN,New Albany,"108 Security Pkwy, Ste A",47150,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"Walmart - Minooka, IL",EP-WAL01,EP-WAL01,,Active,C&I,Customer,,,US,IL,MINOOKA,210 S MCLINDON ROAD,60447,US,IL,MINOOKA,210 S MCLINDON ROAD,60447,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],Watts Equipment,WAT01,WAT01,,Active,C&I,Dealer,Truck Dealer,(209) 825-1700,US,CA,Manteca,17547 Comconex Rd.,95336,US,CA,Manteca,17547 Comconex Rd.,95336,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],Webasto,AER01,AER01,,Active,C&I,OEM,,626-244-5891,US,CA,Monrovia,1960 Walker Ave Attn: Matt McGee,91016,US,CA,Monrovia,1960 Walker Ave Attn: Matt McGee,91016,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"Webasto Charging Systems, Inc.",WEBASTO,WEBASTO,,Active,C&I,OEM,,626-415-4000,US,CA,Pasadena,P.O. Box 8241,91109-8241,US,CA,Pasadena,P.O. Box 8241,91109-8241,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"Welch Equipment Company, Inc.",WEL01,WEL01,,Active,C&I,Customer,,303-393-8181,US,CO,Denver,5025 Nome Street,80239,US,CO,Denver,5025 Nome Street,80239,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],Wheeler Material Handling,HYS-WHM1,HYS-WHM1,,Active,C&I,Dealer,Truck Dealer,256-258-0940,US,AL,Madison,500 Production Ave,35758,US,AL,Madison,500 Production Ave,35758,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],Wheeler Material Handling,HYS-WHM2,HYS-WHM2,,Active,C&I,Dealer,Truck Dealer,256-258-0940,US,NC,HICKORY,529 HIGHWAY 321 NW,28601,US,NC,HICKORY,529 HIGHWAY 321 NW,28601,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],Wheeler Material Handling,WMH-01,WMH-01,,Active,C&I,Dealer,Truck Dealer,423-331-7838,US,GA,Dalton,1550 Waring Road NW,30721,US,GA,Dalton,1550 Waring Road NW,30721,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],Wheeler Material Handling,YALWHE1,YALWHE1,,Active,C&I,Dealer,Truck Dealer,334-284-4100,US,AL,Montgomery,5047 Business Park Drive,36116,US,AL,Montgomery,5047 Business Park Drive,36116,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],Wheeler Material Handling,YALWHE9,YALWHE9,,Active,C&I,Dealer,Truck Dealer,205-956-9253,US,AL,Birmingham,165 West Oxmoor Drive,35209,US,AL,Birmingham,165 West Oxmoor Drive,35209,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Whirlpool - Stockton, CA",WHP02,WHP02,,Active,C&I,Customer,,,US,CA,Stockton,2120 Boeing Way,95206,US,CA,Stockton,2120 Boeing Way,95206,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],Whirlpool Coporation,WHP03,WHP03,,Active,C&I,Customer,,,US,TN,Cleveland,2525 Benton Pike NE,37323,US,TN,Cleveland,2525 Benton Pike NE,37323,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],Whirlpool Corporation,WHP01,WHP01,,Active,C&I,Customer,,,US,IL,Channahon,3851 Youngs Rd.,,US,IL,Channahon,3851 Youngs Rd.,,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"Whole Foods - Cheshire, CT",INT03,INT03,,Active,C&I,Customer,,,US,CT,Cheshire,400 E Johnson Avenue Attn: Ralph Montagnese 203.427,6410,US,CT,Cheshire,400 E Johnson Avenue Attn: Ralph Montagnese 203.427,6410,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],Williams Toyota Lift,WILLTL01,WILLTL01,,Active,C&I,Dealer,Truck Dealer,,US,OH,East Sparta,9462 Main Ave S.E.,44626,US,OH,East Sparta,9462 Main Ave S.E.,44626,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"WORLD DISTRIBUTION SERVICES - Linden, NJ",469-WDS,469-WDS,,Active,C&I,Customer,,718-292-9300,US,NJ,LINDEN,500 LINDEN LOGISTICS WAY,7036,US,NJ,LINDEN,500 LINDEN LOGISTICS WAY,7036,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],Yale Chase Equipment & Service,YCES-01,YCES-01,,Active,C&I,Dealer,Truck Dealer,760-480-5656,US,CA,Escondido,2870 Executive Place,92029,US,CA,Escondido,2870 Executive Place,92029,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],Yale Industrial Trucks Inc,YALE-CAN,YALE-CAN,,Active,C&I,Dealer,Truck Dealer,(905) 851 6620,CA,ON,Woodbridge,340 Hanlan Rd,L4L 3P6,CA,ON,Woodbridge,340 Hanlan Rd,L4L 3P6,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],YES EQUIPMENT,HYS-YES1,HYS-YES1,,Active,C&I,Dealer,Truck Dealer,,US,WI,MENOMONEE FALLS,W136 N4901 CAMPBELL DR,53051,US,WI,MENOMONEE FALLS,W136 N4901 CAMPBELL DR,53051,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],Yes Equipment & Service Inc,YALYES2,YALYES2,,Active,C&I,Dealer,Truck Dealer,262-783-7510,US,WI,Menomonee Falls,W136 N4901 Campbell Drive,53051,US,WI,Menomonee Falls,W136 N4901 Campbell Drive,53051,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],YKI,HYS-YKI1,HYS-YKI1,,Active,C&I,Dealer,Truck Dealer,502-451-8300,US,KY,BOWLING GREEN,"245 N Graham St,",42101,US,KY,BOWLING GREEN,"245 N Graham St,",42101,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],YMH Torrance,HYS-YMH1,HYS-YMH1,,Active,C&I,Dealer,Truck Dealer,515-262-6234,US,IA,Des Moines,6545 NE 14th Street,50313,US,IA,Des Moines,6545 NE 14th Street,50313,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],Amazon BJX1,AMZBJX1,AMZBJX1,,Active,C&I,Customer,,,MX,,* see note,,11510,MX,,,,11510,USD,,dummy@tavant.com,Mexico,Invalid picklist value in 'twodcms__Active__c'
[Account],"Amazon FTW3 - Fort Worth, TX",AMZFTW3,AMZFTW3,,Active,C&I,Customer,,,US,TX,Fort Worth,15201 HERITAGE PARKWAY,76177,US,TX,Fort Worth,15201 HERITAGE PARKWAY,76177,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Pepsico Beverages Canada - Calgary, AB",PEPS-CAL,PEPS-CAL,,Active,C&I,Customer,,,,,,,,CA,AB,Clalgary,4815 78th Ave SE,T2C 2Y9,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],"Pepsico Beverages Canada - Edmonton, AB",PEPS-EDM,PEPS-EDM,,Active,C&I,Customer,,,,,,,,CA,AB,Edmonton,11315 182 St NW,T5S 2H4,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],"Pepsico Beverages Canada - Ottawa, ON",PEPS-OTT,PEPS-OTT,,Active,C&I,Customer,,,,,,,,CA,ON,Ottawa,869 Belfast Rd,K1G 3Z4,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],"Amazon MEX6 - Tepotzotlan, MX",HYS-AM13,HYS-AM13,,Active,C&I,Customer,,,MX,,*see note,,54607,MX,,Tepotzotlan,,54607,USD,,dummy@tavant.com,Mexico,Invalid picklist value in 'twodcms__Active__c'
[Account],"Amazon MID1 - Merida, YU",AMZMID1,AMZMID1,,Active,C&I,Customer,,,MX,YU,Merida,"C. 15 ampliaciÃ³n, Cd Industria",94561,MX,YU,Merida,"C. 15 ampliaciÃ³n, Cd Industria",94561,USD,,dummy@tavant.com,Mexico,Invalid picklist value in 'twodcms__Active__c'
[Account],Amazon TIJ1,AMAZON48,AMAZON48,,Active,C&I,Customer,,,MX,,* see note,,22465,MX,,,,22465,USD,,dummy@tavant.com,Mexico,Invalid picklist value in 'twodcms__Active__c'
[Account],Briggs Equipment,BRIGGSMX,BRIGGSMX,,Active,C&I,Dealer,Truck Dealer,,MX,YU,Uman - Yucatan,Carretera MERIDA UMAN km13 bodega 6,97390,MX,YU,Uman - Yucatan,Carretera MERIDA UMAN km13 bodega 6,97390,USD,,dummy@tavant.com,Mexico,Invalid picklist value in 'twodcms__Active__c'
[Account],Enerya Sa De CV,452,452,,Active,C&I,Dealer,Battery Dealer,,MX,NL,"Santa Catarina, NL",Carretera A Garcia KM 1.2 SN,66350,MX,NL,"Santa Catarina, NL",Carretera A Garcia KM 1.2 SN,66350,USD,,dummy@tavant.com,Mexico,Invalid picklist value in 'twodcms__Active__c'
[Account],"Pepsi - Cuautitlan Izcalli, MX",PEP_MX,PEP_MX,,Active,C&I,Customer,,,MX,MX,CuautitlÃ¡n Izcalli,Manzana 006,54769,MX,MX,CuautitlÃ¡n Izcalli,Manzana 006,54769,USD,,dummy@tavant.com,Mexico,Invalid picklist value in 'twodcms__Active__c'
[Account],"Amazon YYZ1 - Mississauga, ON",AMZYYZ1,AMZYYZ1,,Active,C&I,Customer,,,CA,ON,Mississauga,6363 Milcreek Dr,L5N 1L8,CA,ON,Mississauga,6363 Milcreek Dr,L5N 1L8,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],"Day & Ross - Woodstock, ON",DAYROSS2,DAYROSS2,,Active,C&I,Customer,,,CA,ON,Woodstock,714880 Country Rd.,N4S 7W3,CA,ON,Woodstock,714880 Country Rd.,N4S 7W3,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],"East Penn Canada - Burnaby, BC",466K,466K,,Active,C&I,Dealer,Battery Dealer,,,,,,,CA,BC,Burnaby,7954 Winston Street,V5A 2H5,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],"East Penn Canada - Calgary, AB",466C,466C,,Active,C&I,Dealer,Battery Dealer,,,,,,,CA,AB,Calgary,3117 16th Street N.E.,T2E 7K8,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],"East Penn Canada - Courtice, ON",466B,466B,,Active,C&I,Dealer,Battery Dealer,905-427-4787,CA,ON,Courtice,1840 Energy Drive,L1E 2R2,CA,ON,Courtice,1840 Energy Drive,L1E 2R2,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],"East Penn Canada - Dartmouth, NS",466D,466D,,Active,C&I,Dealer,Battery Dealer,,,,,,,CA,NS,Dartmouth,15-50 Akerley Blvd.,B3B 1R8,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],"East Penn Canada - Edmonton, AB",466E,466E,,Active,C&I,Dealer,Battery Dealer,,,,,,,CA,AB,Edmonton,"11621, 149th Street",T5M 1X1,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],"East Penn Canada - Laval, QC",466A,466A,,Active,C&I,Dealer,Battery Dealer,905-427-4787,CA,QC,Laval,2127 Bd Dagenais O,H7L 5W9,CA,QC,Laval,2127 Bd Dagenais O,H7L 5W9,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],"East Penn Canada - London, ON",466F,466F,,Active,C&I,Dealer,Battery Dealer,,,,,,,CA,ON,London,148 Newbold Court,N6E 1Z7,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],"East Penn Canada - Missisauga, ON",466G,466G,,Active,C&I,Dealer,Battery Dealer,,,,,,,CA,ON,Missisauga,1-1375 Aimco Blvd. Ste 1,L4W 4K2,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],"East Penn Canada - Ottawa, ON",466H,466H,,Active,C&I,Dealer,Battery Dealer,,,,,,,CA,ON,Ottawa,A-2768 Sheffield Rd.,K1B 3V9,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],"East Penn Canada - Sainte-Foy, QC",466M,466M,,Active,C&I,Dealer,Battery Dealer,,,,,,,CA,QC,Sainte-Foy,2435 Av Watt Unit 8,G1P 3X2,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],"East Penn Canada - Saskatoon, SK",466J,466J,,Active,C&I,Dealer,Battery Dealer,,,,,,,CA,SK,Saskatoon,102-3239 Faithfull Ave,S7L 8H4,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],"East Penn Canada - Winnipeg, MB",466L,466L,,Active,C&I,Dealer,Battery Dealer,,,,,,,CA,MB,Winnipeg,111 Inksbrook Dr Unit 1,R2R 2V7,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],"Jefferson Elora Corp. - Guelph, ON",JEFF-CAN,JEFF-CAN,,Active,C&I,Customer,,,,,,,,CA,ON,Guelph,60 First Line,N0B 1S0,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],"Kruger Products - Joliette, QC",466-KRUG,466-KRUG,,Active,C&I,Customer,,,,,,,,CA,QC,Joliette,800 Rue Olivier,J6E 5M3,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],"Kruger Products - New Westminster, BC",KRUG-BC,KRUG-BC,,Active,C&I,Customer,,,,,,,,CA,BC,New Westminster,1625 5th Ave,V3M 1Z7,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],"Kruger Products - New Westminster, BC",KRUG-BC2,KRUG-BC2,,Active,C&I,Customer,,,CA,BC,New Westminster,345 Gifford St,V4W 1N9,CA,BC,New Westminster,345 Gifford St,V4W 1N9,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],"Massilly North America - Brantford, ON",MASS-ONT,MASS-ONT,,Active,C&I,Customer,,,CA,ON,Brantford,406 Elgin St,N2B 3X4,CA,ON,Brantford,406 Elgin St,N2B 3X4,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],"Sysco Canada Inc - Winnipeg, MB",SYS-CAN,SYS-CAN,,Active,C&I,Customer,,,CA,MB,Winnipeg,1570 Clarence Ave,R3T 1T6,CA,MB,Winnipeg,1570 Clarence Ave,R3T 1T6,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],"Motive Energy - San Diego, CA",425-A,425-A,,Active,C&I,Dealer,Battery Dealer,,US,CA,San Diego,123 World Trade Dr.,92128,US,CA,San Diego,123 World Trade Dr.,92128,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"Omni Industrial Battery - Edinburg, TX",492,492,,Active,C&I,Dealer,Battery Dealer,,US,TX,Edinburg,2421 South Expressway 281,78542,US,TX,Edinburg,2421 South Expressway 281,78542,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Motive Energy - EL Paso, TX",459-D,459-D,,Active,C&I,Dealer,Battery Dealer,,US,TX,El Paso,1520 Goodyear Dr - STE F,79936,US,TX,El Paso,1520 Goodyear Dr - STE F,79936,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"TRI STAR POWER - Memphis, TN",410-D,410-D,,Active,C&I,Dealer,Battery Dealer,,US,TN,Memphis,1553 Bartlett Rd,38134,US,TN,Memphis,1553 Bartlett Rd,38134,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Battery Power Systems - East Syracuse, NY",419,419,,Active,C&I,Dealer,Battery Dealer,,US,NY,East Syracuse,"6838 Ellicott Drive, P.O. Box 189",13057,US,NY,East Syracuse,"6838 Ellicott Drive, P.O. Box 189",13057,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Remis Power Systems - Kaukauna, WI",490-B,490-B,,Active,C&I,Dealer,Battery Dealer,,US,WI,Kaukauna,3221 Progress Way,54130,US,WI,Kaukauna,3221 Progress Way,54130,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],Samsung Electronics,SAMS-BC,SAMS-BC,,Active,C&I,Customer,,,CA,BC,Delta,4327 Salish Sea Way,V4k 3N2,CA,BC,Delta,4327 Salish Sea Way,V4k 3N2,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],Seegrid Corporation,SEECORP,SEECORP,,Active,C&I,OEM,,,US,PA,Pittsburgh,216 RIDC Park West Dr.,15275,US,PA,Pittsburgh,216 RIDC Park West Dr.,15275,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Tri Star Power - Sherwood, AR",410-C,410-C,,Active,C&I,Dealer,Battery Dealer,,US,AR,Sherwood,7628 Hardin Drive,72117,US,AR,Sherwood,7628 Hardin Drive,72117,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Electro Mechanical Services - Rossville, GA",427,427,,Active,C&I,Dealer,Battery Dealer,,US,GA,Rossville,1892 Mcfarland Ave,30741,US,GA,Rossville,1892 Mcfarland Ave,30741,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Day & Ross - Dartmouth, NS",DRNS1,DRNS1,,Active,C&I,Customer,,,CA,NS,Dartmouth,10 Isnor Rd,B3B 1K5,CA,NS,Dartmouth,10 Isnor Rd,B3B 1K5,USD,,dummy@tavant.com,Canada,Invalid picklist value in 'twodcms__Active__c'
[Account],Monarch Nut -,,,,Active,C&I,Customer,,,US,CA,Delano,550 Rd 188,93215,US,CA,Delano,550 Rd 188,93215,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"P&G - Shippensburg, PA",PRG01,PRG01,,Active,C&I,Customer,,,US,PA,Shippensburg,9300 Olde Scotland Rd.,17257,US,PA,Shippensburg,9300 Olde Scotland Rd.,17257,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Amazon FTW2 - Coppell, TX",AMZFTW2,AMZFTW2,,Active,C&I,Customer,,,US,TX,Coppell,2701 W BETHEL ROAD,75019,US,TX,Coppell,2701 W BETHEL ROAD,75019,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Amazon FTW8 - Dallas, TX",AMZFTW8,AMZFTW8,,Active,C&I,Customer,,,US,TX,DALLAS,3351 BALMORHEA DRIVE,75241,US,TX,DALLAS,3351 BALMORHEA DRIVE,75241,USD,,dummy@tavant.com,Southern,Invalid picklist value in 'twodcms__Active__c'
[Account],"AMAZON GEU3 - Buckeye, AZ",AMZGEU3,AMZGEU3,,Active,C&I,Customer,,,US,AZ,BUCKEYE,18900 W MCDOWELL ROAD,85326,US,AZ,BUCKEYE,18900 W MCDOWELL ROAD,85326,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"AMAZON GEU5 - Goodyear, AZ",AMZGEU5,AMZGEU5,,Active,C&I,Customer,,,US,AZ,GOODYEAR,4780 NORTH COTTON LANE,85395,US,AZ,GOODYEAR,4780 NORTH COTTON LANE,85395,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"AMAZON HGR6 - Hagerstown, MD",AMZHGR6,AMZHGR6,,Active,C&I,Customer,,,US,MD,HAGERSTOWN,55 W OAK RIDGE,21740,US,MD,HAGERSTOWN,55 W OAK RIDGE,21740,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"AMAZON HIA1 - Middletown, PA",AMZHIA1,AMZHIA1,,Active,C&I,Customer,,,US,PA,MIDDLETOWN,3327 E HARRISBURG PIKE,17057,US,PA,MIDDLETOWN,3327 E HARRISBURG PIKE,17057,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"AMAZON HLO9 - Georgetown, IN",AMZHLO9,AMZHLO9,,Active,C&I,Customer,,,US,IN,GEORGETOWN,4677 PETER SCHICKEL ROAD,47122,US,IN,GEORGETOWN,4677 PETER SCHICKEL ROAD,47122,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"AMAZON HLU9 - Edwardsville, IL",AMZHLU9,AMZHLU9,,Active,C&I,Customer,,,US,IL,EDWARDSVILLE,3931 LAKEVIEW CORPORATE DR,62025,US,IL,EDWARDSVILLE,3931 LAKEVIEW CORPORATE DR,62025,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"Amazon LBE1 - New Stanton, PA",AMZLBE1,AMZLBE1,,Active,C&I,Customer,,,US,PA,NEW STANTON,165 GLENN FOX ROAD,15672,US,PA,NEW STANTON,165 GLENN FOX ROAD,15672,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],AMAZON MEX3,AMZMEX3,AMZMEX3,,Active,C&I,Customer,,,MX,MX,TEPOTZOTLA,"PROLOGIS PARK GRANDE, LIBRAMIENTO NORTE NO. 8 LOTE A",54607,MX,MX,TEPOTZOTLA,"PROLOGIS PARK GRANDE, LIBRAMIENTO NORTE NO. 8 LOTE A",54607,USD,,dummy@tavant.com,Mexico,Invalid picklist value in 'twodcms__Active__c'
[Account],"Amazon MTN1 - Allentown, PA",AMZMTN1,AMZMTN1,,Active,C&I,Customer,,,US,PA,ALLENTOWN,200 CASCADE DRIVE SUITE A,18109,US,PA,ALLENTOWN,200 CASCADE DRIVE SUITE A,18109,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],AMAZON MTY2 - MEXICO,AMAZON86,AMAZON86,,Active,C&I,Customer,,,MX,NL,Apodaca,Kronos Industrial Park Av Industrias 500,66603,MX,NL,Apodaca,Kronos Industrial Park Av Industrias 500,66603,USD,,dummy@tavant.com,Mexico,Invalid picklist value in 'twodcms__Active__c'
[Account],"AMAZON PSC2 - Pasco, WA",AMZPSC2,AMZPSC2,,Active,C&I,Customer,,,US,WA,PASCO,1351 S RD 40 E,99301,US,WA,PASCO,1351 S RD 40 E,99301,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"Amazon RFD2 - Huntley, IL",AMZRFD2,AMZRFD2,,Active,C&I,Customer,,,US,IL,HUNTLEY,41W368 FREEMAN ROAD,60142,US,IL,HUNTLEY,41W368 FREEMAN ROAD,60142,USD,,dummy@tavant.com,Midwest,Invalid picklist value in 'twodcms__Active__c'
[Account],"Amazon RMN3 - Fredericksburg, VA",AMZRMN3,AMZRMN3,,Active,C&I,Customer,,,US,VA,FREDERICKSBURG,220 CENTREPORT PKWY,22406,US,VA,FREDERICKSBURG,220 CENTREPORT PKWY,22406,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
[Account],"Amazon SAX7 - Bloomington, CA",AMZSAX7,AMZSAX7,,Active,C&I,Customer,,,US,CA,BLOOMINGTON,18025 SLOVER AVE,92316,US,CA,BLOOMINGTON,18025 SLOVER AVE,92316,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"Amazon SBD3 - San Bernadino, CA",AMZSBD3,AMZSBD3,,Active,C&I,Customer,,,US,CA,San Bernadino,5990 Cajon Blvd,92407,US,CA,San Bernadino,5990 Cajon Blvd,92407,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"AMAZON SBD6 OFFSITE - Ontario, CA",AMZSBDO,AMZSBDO,,Active,C&I,Customer,,,US,CA,Ontario,8900 MERRILL AVE,91762,US,CA,Ontario,8900 MERRILL AVE,91762,USD,,dummy@tavant.com,Western,Invalid picklist value in 'twodcms__Active__c'
[Account],"Amazon SVA2 - Hampton, VA",AMZSVA2,AMZSVA2,,Active,C&I,Customer,,,US,VA,HAMPTON,2000 ENTERPRISE PKWY,23666,US,VA,HAMPTON,2000 ENTERPRISE PKWY,23666,USD,,dummy@tavant.com,Eastern,Invalid picklist value in 'twodcms__Active__c'
