Name,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,Phone,AccountNumber,CurrencyIsoCode,WOD_2__Business_Units__c,WOD_2__Warranty_Account_Type__c,twodcms__Active__c,twodcms__Primary_Email_Id__c,Nvt_DSM__c,Nvt_External_Id__c,Nvt_Region__c,Nvt_Warranty_Dealer_Type__c
Voss Equipment,,15241 So. Commercial,Harvey,IL,60426,US,15241 So. Commercial,Harvey,IL,60426,US,,HYS-VOSS,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-VOSS,Midwest,Truck Dealer
"Voss Equipment, Inc.",,500 N Mannheim Rd Suite 2 -W,Hillside,IL,60162,US,500 N Mannheim Rd Suite 2 -W,Hillside,IL,60162,US,708-547-4080,YALVOS3,USD,C&I,Dealer,Active,dummy@tavant.com,,YALVOS3,Midwest,Truck Dealer
"Waddell Power - Indianapolis, IN",,5835 Decatur Blvd. Suite 200,Indianapolis,IN,46241,US,5835 Decatur Blvd. Suite 200,Indianapolis,IN,46241,US,,481,USD,C&I,Dealer,Active,dummy@tavant.com,,481,Midwest,Battery Dealer
"Waddell Power - Indianapolis, IN",,"6519 Creek Bay Dr, Apt C",Indianapolis,IN,49219,US,"6519 Creek Bay Dr, Apt C",Indianapolis,IN,49219,US,,482-A,USD,C&I,Dealer,Active,dummy@tavant.com,,482-A,Midwest,Battery Dealer
"Waddell Power - Peoria, IL",,6423 North Galena Rd,Peoria,IL,61614,US,6423 North Galena Rd,Peoria,IL,61614,US,,479,USD,C&I,Dealer,Active,dummy@tavant.com,,479,Midwest,Battery Dealer
"Waddell Power - Murfreesboro, TN",,6112 New Nashville Hwy Suite A,Murfreesboro,TN,37129,US,6112 New Nashville Hwy Suite A,Murfreesboro,TN,37129,US,,480,USD,C&I,Dealer,Active,dummy@tavant.com,,480,Southern,Battery Dealer
"Waddell Power - New Albany, IN",,"108 Security Pkwy, Ste A",New Albany,IN,47150,US,"108 Security Pkwy, Ste A",New Albany,IN,47150,US,,488,USD,C&I,Dealer,Active,dummy@tavant.com,,488,Midwest,Battery Dealer
"Walmart - Minooka, IL",,210 S MCLINDON ROAD,MINOOKA,IL,60447,US,210 S MCLINDON ROAD,MINOOKA,IL,60447,US,,EP-WAL01,USD,C&I,Customer,Active,dummy@tavant.com,,EP-WAL01,Midwest,
Watts Equipment,,17547 Comconex Rd.,Manteca,CA,95336,US,17547 Comconex Rd.,Manteca,CA,95336,US,(209) 825-1700,WAT01,USD,C&I,Dealer,Active,dummy@tavant.com,,WAT01,Western,Truck Dealer
Webasto,,1960 Walker Ave Attn: Matt McGee,Monrovia,CA,91016,US,1960 Walker Ave Attn: Matt McGee,Monrovia,CA,91016,US,626-244-5891,AER01,USD,C&I,OEM,Active,dummy@tavant.com,,AER01,Western,
"Webasto Charging Systems, Inc.",,P.O. Box 8241,Pasadena,CA,91109-8241,US,P.O. Box 8241,Pasadena,CA,91109-8241,US,626-415-4000,WEBASTO,USD,C&I,OEM,Active,dummy@tavant.com,,WEBASTO,Western,
"Welch Equipment Company, Inc.",,5025 Nome Street,Denver,CO,80239,US,5025 Nome Street,Denver,CO,80239,US,303-393-8181,WEL01,USD,C&I,Customer,Active,dummy@tavant.com,,WEL01,Western,
Wheeler Material Handling,,500 Production Ave,Madison,AL,35758,US,500 Production Ave,Madison,AL,35758,US,256-258-0940,HYS-WHM1,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-WHM1,Southern,Truck Dealer
Wheeler Material Handling,,529 HIGHWAY 321 NW,HICKORY,NC,28601,US,529 HIGHWAY 321 NW,HICKORY,NC,28601,US,256-258-0940,HYS-WHM2,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-WHM2,Southern,Truck Dealer
Wheeler Material Handling,,1550 Waring Road NW,Dalton,GA,30721,US,1550 Waring Road NW,Dalton,GA,30721,US,423-331-7838,WMH-01,USD,C&I,Dealer,Active,dummy@tavant.com,,WMH-01,Southern,Truck Dealer
Wheeler Material Handling,,5047 Business Park Drive,Montgomery,AL,36116,US,5047 Business Park Drive,Montgomery,AL,36116,US,334-284-4100,YALWHE1,USD,C&I,Dealer,Active,dummy@tavant.com,,YALWHE1,Southern,Truck Dealer
Wheeler Material Handling,,165 West Oxmoor Drive,Birmingham,AL,35209,US,165 West Oxmoor Drive,Birmingham,AL,35209,US,205-956-9253,YALWHE9,USD,C&I,Dealer,Active,dummy@tavant.com,,YALWHE9,Southern,Truck Dealer
"Whirlpool - Stockton, CA",,2120 Boeing Way,Stockton,CA,95206,US,2120 Boeing Way,Stockton,CA,95206,US,,WHP02,USD,C&I,Customer,Active,dummy@tavant.com,,WHP02,Western,
Whirlpool Coporation,,2525 Benton Pike NE,Cleveland,TN,37323,US,2525 Benton Pike NE,Cleveland,TN,37323,US,,WHP03,USD,C&I,Customer,Active,dummy@tavant.com,,WHP03,Southern,
Whirlpool Corporation,,3851 Youngs Rd.,Channahon,IL,,US,3851 Youngs Rd.,Channahon,IL,,US,,WHP01,USD,C&I,Customer,Active,dummy@tavant.com,,WHP01,Midwest,
"Whole Foods - Cheshire, CT",,400 E Johnson Avenue Attn: Ralph Montagnese 203.427,Cheshire,CT,6410,US,400 E Johnson Avenue Attn: Ralph Montagnese 203.427,Cheshire,CT,6410,US,,INT03,USD,C&I,Customer,Active,dummy@tavant.com,,INT03,Eastern,
Williams Toyota Lift,,9462 Main Ave S.E.,East Sparta,OH,44626,US,9462 Main Ave S.E.,East Sparta,OH,44626,US,,WILLTL01,USD,C&I,Dealer,Active,dummy@tavant.com,,WILLTL01,Midwest,Truck Dealer
"WORLD DISTRIBUTION SERVICES - Linden, NJ",,500 LINDEN LOGISTICS WAY,LINDEN,NJ,7036,US,500 LINDEN LOGISTICS WAY,LINDEN,NJ,7036,US,718-292-9300,469-WDS,USD,C&I,Customer,Active,dummy@tavant.com,,469-WDS,Eastern,
Yale Chase Equipment & Service,,2870 Executive Place,Escondido,CA,92029,US,2870 Executive Place,Escondido,CA,92029,US,760-480-5656,YCES-01,USD,C&I,Dealer,Active,dummy@tavant.com,,YCES-01,Western,Truck Dealer
Yale Industrial Trucks Inc,,340 Hanlan Rd,Woodbridge,ON,L4L 3P6,CA,340 Hanlan Rd,Woodbridge,ON,L4L 3P6,CA,(905) 851 6620,YALE-CAN,USD,C&I,Dealer,Active,dummy@tavant.com,,YALE-CAN,Midwest,Truck Dealer
YES EQUIPMENT,,W136 N4901 CAMPBELL DR,MENOMONEE FALLS,WI,53051,US,W136 N4901 CAMPBELL DR,MENOMONEE FALLS,WI,53051,US,,HYS-YES1,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-YES1,Midwest,Truck Dealer
Yes Equipment & Service Inc,,W136 N4901 Campbell Drive,Menomonee Falls,WI,53051,US,W136 N4901 Campbell Drive,Menomonee Falls,WI,53051,US,262-783-7510,YALYES2,USD,C&I,Dealer,Active,dummy@tavant.com,,YALYES2,Midwest,Truck Dealer
YKI,,"245 N Graham St,",BOWLING GREEN,KY,42101,US,"245 N Graham St,",BOWLING GREEN,KY,42101,US,502-451-8300,HYS-YKI1,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-YKI1,Midwest,Truck Dealer
YMH Torrance,,6545 NE 14th Street,Des Moines,IA,50313,US,6545 NE 14th Street,Des Moines,IA,50313,US,515-262-6234,HYS-YMH1,USD,C&I,Dealer,Active,dummy@tavant.com,,HYS-YMH1,Midwest,Truck Dealer
Amazon BJX1,,,* see note,,11510,MX,,,,11510,MX,,AMZBJX1,USD,C&I,Customer,Active,dummy@tavant.com,,AMZBJX1,Mexico,
"Amazon FTW3 - Fort Worth, TX",,15201 HERITAGE PARKWAY,Fort Worth,TX,76177,US,15201 HERITAGE PARKWAY,Fort Worth,TX,76177,US,,AMZFTW3,USD,C&I,Customer,Active,dummy@tavant.com,,AMZFTW3,Southern,
"Pepsico Beverages Canada - Calgary, AB",,,,,,,4815 78th Ave SE,Clalgary,AB,T2C 2Y9,CA,,PEPS-CAL,USD,C&I,Customer,Active,dummy@tavant.com,,PEPS-CAL,Canada,
"Pepsico Beverages Canada - Edmonton, AB",,,,,,,11315 182 St NW,Edmonton,AB,T5S 2H4,CA,,PEPS-EDM,USD,C&I,Customer,Active,dummy@tavant.com,,PEPS-EDM,Canada,
"Pepsico Beverages Canada - Ottawa, ON",,,,,,,869 Belfast Rd,Ottawa,ON,K1G 3Z4,CA,,PEPS-OTT,USD,C&I,Customer,Active,dummy@tavant.com,,PEPS-OTT,Canada,
"Amazon MEX6 - Tepotzotlan, MX",,,*see note,,54607,MX,,Tepotzotlan,,54607,MX,,HYS-AM13,USD,C&I,Customer,Active,dummy@tavant.com,,HYS-AM13,Mexico,
"Amazon MID1 - Merida, YU",,"C. 15 ampliaciÃ³n, Cd Industria",Merida,YU,94561,MX,"C. 15 ampliaciÃ³n, Cd Industria",Merida,YU,94561,MX,,AMZMID1,USD,C&I,Customer,Active,dummy@tavant.com,,AMZMID1,Mexico,
Amazon TIJ1,,,* see note,,22465,MX,,,,22465,MX,,AMAZON48,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON48,Mexico,
Briggs Equipment,,Carretera MERIDA UMAN km13 bodega 6,Uman - Yucatan,YU,97390,MX,Carretera MERIDA UMAN km13 bodega 6,Uman - Yucatan,YU,97390,MX,,BRIGGSMX,USD,C&I,Dealer,Active,dummy@tavant.com,,BRIGGSMX,Mexico,Truck Dealer
Enerya Sa De CV,,Carretera A Garcia KM 1.2 SN,"Santa Catarina, NL",NL,66350,MX,Carretera A Garcia KM 1.2 SN,"Santa Catarina, NL",NL,66350,MX,,452,USD,C&I,Dealer,Active,dummy@tavant.com,,452,Mexico,Battery Dealer
"Pepsi - Cuautitlan Izcalli, MX",,Manzana 006,CuautitlÃ¡n Izcalli,MX,54769,MX,Manzana 006,CuautitlÃ¡n Izcalli,MX,54769,MX,,PEP_MX,USD,C&I,Customer,Active,dummy@tavant.com,,PEP_MX,Mexico,
"Amazon YYZ1 - Mississauga, ON",,6363 Milcreek Dr,Mississauga,ON,L5N 1L8,CA,6363 Milcreek Dr,Mississauga,ON,L5N 1L8,CA,,AMZYYZ1,USD,C&I,Customer,Active,dummy@tavant.com,,AMZYYZ1,Canada,
"Day & Ross - Woodstock, ON",,714880 Country Rd.,Woodstock,ON,N4S 7W3,CA,714880 Country Rd.,Woodstock,ON,N4S 7W3,CA,,DAYROSS2,USD,C&I,Customer,Active,dummy@tavant.com,,DAYROSS2,Canada,
"East Penn Canada - Burnaby, BC",,,,,,,7954 Winston Street,Burnaby,BC,V5A 2H5,CA,,466K,USD,C&I,Dealer,Active,dummy@tavant.com,,466K,Canada,Battery Dealer
"East Penn Canada - Calgary, AB",,,,,,,3117 16th Street N.E.,Calgary,AB,T2E 7K8,CA,,466C,USD,C&I,Dealer,Active,dummy@tavant.com,,466C,Canada,Battery Dealer
"East Penn Canada - Courtice, ON",,1840 Energy Drive,Courtice,ON,L1E 2R2,CA,1840 Energy Drive,Courtice,ON,L1E 2R2,CA,905-427-4787,466B,USD,C&I,Dealer,Active,dummy@tavant.com,,466B,Canada,Battery Dealer
"East Penn Canada - Dartmouth, NS",,,,,,,15-50 Akerley Blvd.,Dartmouth,NS,B3B 1R8,CA,,466D,USD,C&I,Dealer,Active,dummy@tavant.com,,466D,Canada,Battery Dealer
"East Penn Canada - Edmonton, AB",,,,,,,"11621, 149th Street",Edmonton,AB,T5M 1X1,CA,,466E,USD,C&I,Dealer,Active,dummy@tavant.com,,466E,Canada,Battery Dealer
"East Penn Canada - Laval, QC",,2127 Bd Dagenais O,Laval,QC,H7L 5W9,CA,2127 Bd Dagenais O,Laval,QC,H7L 5W9,CA,905-427-4787,466A,USD,C&I,Dealer,Active,dummy@tavant.com,,466A,Canada,Battery Dealer
"East Penn Canada - London, ON",,,,,,,148 Newbold Court,London,ON,N6E 1Z7,CA,,466F,USD,C&I,Dealer,Active,dummy@tavant.com,,466F,Canada,Battery Dealer
"East Penn Canada - Missisauga, ON",,,,,,,1-1375 Aimco Blvd. Ste 1,Missisauga,ON,L4W 4K2,CA,,466G,USD,C&I,Dealer,Active,dummy@tavant.com,,466G,Canada,Battery Dealer
"East Penn Canada - Ottawa, ON",,,,,,,A-2768 Sheffield Rd.,Ottawa,ON,K1B 3V9,CA,,466H,USD,C&I,Dealer,Active,dummy@tavant.com,,466H,Canada,Battery Dealer
"East Penn Canada - Sainte-Foy, QC",,,,,,,2435 Av Watt Unit 8,Sainte-Foy,QC,G1P 3X2,CA,,466M,USD,C&I,Dealer,Active,dummy@tavant.com,,466M,Canada,Battery Dealer
"East Penn Canada - Saskatoon, SK",,,,,,,102-3239 Faithfull Ave,Saskatoon,SK,S7L 8H4,CA,,466J,USD,C&I,Dealer,Active,dummy@tavant.com,,466J,Canada,Battery Dealer
"East Penn Canada - Winnipeg, MB",,,,,,,111 Inksbrook Dr Unit 1,Winnipeg,MB,R2R 2V7,CA,,466L,USD,C&I,Dealer,Active,dummy@tavant.com,,466L,Canada,Battery Dealer
"Jefferson Elora Corp. - Guelph, ON",,,,,,,60 First Line,Guelph,ON,N0B 1S0,CA,,JEFF-CAN,USD,C&I,Customer,Active,dummy@tavant.com,,JEFF-CAN,Canada,
"Kruger Products - Joliette, QC",,,,,,,800 Rue Olivier,Joliette,QC,J6E 5M3,CA,,466-KRUG,USD,C&I,Customer,Active,dummy@tavant.com,,466-KRUG,Canada,
"Kruger Products - New Westminster, BC",,,,,,,1625 5th Ave,New Westminster,BC,V3M 1Z7,CA,,KRUG-BC,USD,C&I,Customer,Active,dummy@tavant.com,,KRUG-BC,Canada,
"Kruger Products - New Westminster, BC",,345 Gifford St,New Westminster,BC,V4W 1N9,CA,345 Gifford St,New Westminster,BC,V4W 1N9,CA,,KRUG-BC2,USD,C&I,Customer,Active,dummy@tavant.com,,KRUG-BC2,Canada,
"Massilly North America - Brantford, ON",,406 Elgin St,Brantford,ON,N2B 3X4,CA,406 Elgin St,Brantford,ON,N2B 3X4,CA,,MASS-ONT,USD,C&I,Customer,Active,dummy@tavant.com,,MASS-ONT,Canada,
"Sysco Canada Inc - Winnipeg, MB",,1570 Clarence Ave,Winnipeg,MB,R3T 1T6,CA,1570 Clarence Ave,Winnipeg,MB,R3T 1T6,CA,,SYS-CAN,USD,C&I,Customer,Active,dummy@tavant.com,,SYS-CAN,Canada,
"Motive Energy - San Diego, CA",,123 World Trade Dr.,San Diego,CA,92128,US,123 World Trade Dr.,San Diego,CA,92128,US,,425-A,USD,C&I,Dealer,Active,dummy@tavant.com,,425-A,Western,Battery Dealer
"Omni Industrial Battery - Edinburg, TX",,2421 South Expressway 281,Edinburg,TX,78542,US,2421 South Expressway 281,Edinburg,TX,78542,US,,492,USD,C&I,Dealer,Active,dummy@tavant.com,,492,Southern,Battery Dealer
"Motive Energy - EL Paso, TX",,1520 Goodyear Dr - STE F,El Paso,TX,79936,US,1520 Goodyear Dr - STE F,El Paso,TX,79936,US,,459-D,USD,C&I,Dealer,Active,dummy@tavant.com,,459-D,Southern,Battery Dealer
"TRI STAR POWER - Memphis, TN",,1553 Bartlett Rd,Memphis,TN,38134,US,1553 Bartlett Rd,Memphis,TN,38134,US,,410-D,USD,C&I,Dealer,Active,dummy@tavant.com,,410-D,Southern,Battery Dealer
"Battery Power Systems - East Syracuse, NY",,"6838 Ellicott Drive, P.O. Box 189",East Syracuse,NY,13057,US,"6838 Ellicott Drive, P.O. Box 189",East Syracuse,NY,13057,US,,419,USD,C&I,Dealer,Active,dummy@tavant.com,,419,Eastern,Battery Dealer
"Remis Power Systems - Kaukauna, WI",,3221 Progress Way,Kaukauna,WI,54130,US,3221 Progress Way,Kaukauna,WI,54130,US,,490-B,USD,C&I,Dealer,Active,dummy@tavant.com,,490-B,Midwest,Battery Dealer
Samsung Electronics,,4327 Salish Sea Way,Delta,BC,V4k 3N2,CA,4327 Salish Sea Way,Delta,BC,V4k 3N2,CA,,SAMS-BC,USD,C&I,Customer,Active,dummy@tavant.com,,SAMS-BC,Canada,
Seegrid Corporation,,216 RIDC Park West Dr.,Pittsburgh,PA,15275,US,216 RIDC Park West Dr.,Pittsburgh,PA,15275,US,,SEECORP,USD,C&I,OEM,Active,dummy@tavant.com,,SEECORP,Eastern,
"Tri Star Power - Sherwood, AR",,7628 Hardin Drive,Sherwood,AR,72117,US,7628 Hardin Drive,Sherwood,AR,72117,US,,410-C,USD,C&I,Dealer,Active,dummy@tavant.com,,410-C,Southern,Battery Dealer
"Electro Mechanical Services - Rossville, GA",,1892 Mcfarland Ave,Rossville,GA,30741,US,1892 Mcfarland Ave,Rossville,GA,30741,US,,427,USD,C&I,Dealer,Active,dummy@tavant.com,,427,Southern,Battery Dealer
"Day & Ross - Dartmouth, NS",,10 Isnor Rd,Dartmouth,NS,B3B 1K5,CA,10 Isnor Rd,Dartmouth,NS,B3B 1K5,CA,,DRNS1,USD,C&I,Customer,Active,dummy@tavant.com,,DRNS1,Canada,
Monarch Nut -,,550 Rd 188,Delano,CA,93215,US,550 Rd 188,Delano,CA,93215,US,,,USD,C&I,Customer,Active,dummy@tavant.com,,,Western,
"P&G - Shippensburg, PA",,9300 Olde Scotland Rd.,Shippensburg,PA,17257,US,9300 Olde Scotland Rd.,Shippensburg,PA,17257,US,,PRG01,USD,C&I,Customer,Active,dummy@tavant.com,,PRG01,Eastern,
"Amazon FTW2 - Coppell, TX",,2701 W BETHEL ROAD,Coppell,TX,75019,US,2701 W BETHEL ROAD,Coppell,TX,75019,US,,AMZFTW2,USD,C&I,Customer,Active,dummy@tavant.com,,AMZFTW2,Southern,
"Amazon FTW8 - Dallas, TX",,3351 BALMORHEA DRIVE,DALLAS,TX,75241,US,3351 BALMORHEA DRIVE,DALLAS,TX,75241,US,,AMZFTW8,USD,C&I,Customer,Active,dummy@tavant.com,,AMZFTW8,Southern,
"AMAZON GEU3 - Buckeye, AZ",,18900 W MCDOWELL ROAD,BUCKEYE,AZ,85326,US,18900 W MCDOWELL ROAD,BUCKEYE,AZ,85326,US,,AMZGEU3,USD,C&I,Customer,Active,dummy@tavant.com,,AMZGEU3,Western,
"AMAZON GEU5 - Goodyear, AZ",,4780 NORTH COTTON LANE,GOODYEAR,AZ,85395,US,4780 NORTH COTTON LANE,GOODYEAR,AZ,85395,US,,AMZGEU5,USD,C&I,Customer,Active,dummy@tavant.com,,AMZGEU5,Western,
"AMAZON HGR6 - Hagerstown, MD",,55 W OAK RIDGE,HAGERSTOWN,MD,21740,US,55 W OAK RIDGE,HAGERSTOWN,MD,21740,US,,AMZHGR6,USD,C&I,Customer,Active,dummy@tavant.com,,AMZHGR6,Eastern,
"AMAZON HIA1 - Middletown, PA",,3327 E HARRISBURG PIKE,MIDDLETOWN,PA,17057,US,3327 E HARRISBURG PIKE,MIDDLETOWN,PA,17057,US,,AMZHIA1,USD,C&I,Customer,Active,dummy@tavant.com,,AMZHIA1,Eastern,
"AMAZON HLO9 - Georgetown, IN",,4677 PETER SCHICKEL ROAD,GEORGETOWN,IN,47122,US,4677 PETER SCHICKEL ROAD,GEORGETOWN,IN,47122,US,,AMZHLO9,USD,C&I,Customer,Active,dummy@tavant.com,,AMZHLO9,Midwest,
"AMAZON HLU9 - Edwardsville, IL",,3931 LAKEVIEW CORPORATE DR,EDWARDSVILLE,IL,62025,US,3931 LAKEVIEW CORPORATE DR,EDWARDSVILLE,IL,62025,US,,AMZHLU9,USD,C&I,Customer,Active,dummy@tavant.com,,AMZHLU9,Midwest,
"Amazon LBE1 - New Stanton, PA",,165 GLENN FOX ROAD,NEW STANTON,PA,15672,US,165 GLENN FOX ROAD,NEW STANTON,PA,15672,US,,AMZLBE1,USD,C&I,Customer,Active,dummy@tavant.com,,AMZLBE1,Eastern,
AMAZON MEX3,,"PROLOGIS PARK GRANDE, LIBRAMIENTO NORTE NO. 8 LOTE A",TEPOTZOTLA,MX,54607,MX,"PROLOGIS PARK GRANDE, LIBRAMIENTO NORTE NO. 8 LOTE A",TEPOTZOTLA,MX,54607,MX,,AMZMEX3,USD,C&I,Customer,Active,dummy@tavant.com,,AMZMEX3,Mexico,
"Amazon MTN1 - Allentown, PA",,200 CASCADE DRIVE SUITE A,ALLENTOWN,PA,18109,US,200 CASCADE DRIVE SUITE A,ALLENTOWN,PA,18109,US,,AMZMTN1,USD,C&I,Customer,Active,dummy@tavant.com,,AMZMTN1,Eastern,
AMAZON MTY2 - MEXICO,,Kronos Industrial Park Av Industrias 500,Apodaca,NL,66603,MX,Kronos Industrial Park Av Industrias 500,Apodaca,NL,66603,MX,,AMAZON86,USD,C&I,Customer,Active,dummy@tavant.com,,AMAZON86,Mexico,
"AMAZON PSC2 - Pasco, WA",,1351 S RD 40 E,PASCO,WA,99301,US,1351 S RD 40 E,PASCO,WA,99301,US,,AMZPSC2,USD,C&I,Customer,Active,dummy@tavant.com,,AMZPSC2,Western,
"Amazon RFD2 - Huntley, IL",,41W368 FREEMAN ROAD,HUNTLEY,IL,60142,US,41W368 FREEMAN ROAD,HUNTLEY,IL,60142,US,,AMZRFD2,USD,C&I,Customer,Active,dummy@tavant.com,,AMZRFD2,Midwest,
"Amazon RMN3 - Fredericksburg, VA",,220 CENTREPORT PKWY,FREDERICKSBURG,VA,22406,US,220 CENTREPORT PKWY,FREDERICKSBURG,VA,22406,US,,AMZRMN3,USD,C&I,Customer,Active,dummy@tavant.com,,AMZRMN3,Eastern,
"Amazon SAX7 - Bloomington, CA",,18025 SLOVER AVE,BLOOMINGTON,CA,92316,US,18025 SLOVER AVE,BLOOMINGTON,CA,92316,US,,AMZSAX7,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSAX7,Western,
"Amazon SBD3 - San Bernadino, CA",,5990 Cajon Blvd,San Bernadino,CA,92407,US,5990 Cajon Blvd,San Bernadino,CA,92407,US,,AMZSBD3,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSBD3,Western,
"AMAZON SBD6 OFFSITE - Ontario, CA",,8900 MERRILL AVE,Ontario,CA,91762,US,8900 MERRILL AVE,Ontario,CA,91762,US,,AMZSBDO,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSBDO,Western,
"Amazon SVA2 - Hampton, VA",,2000 ENTERPRISE PKWY,HAMPTON,VA,23666,US,2000 ENTERPRISE PKWY,HAMPTON,VA,23666,US,,AMZSVA2,USD,C&I,Customer,Active,dummy@tavant.com,,AMZSVA2,Eastern,
"Amazon TMB8 - Homestead, FL",,13200 SW 272ND ST,HOMESTEAD,FL,33032,US,13200 SW 272ND ST,HOMESTEAD,FL,33032,US,,AMZTMB8,USD,C&I,Customer,Active,dummy@tavant.com,,AMZTMB8,Southern,
"Amazon WBW2 - Olyphant, PA",,1300 CORPORATE WAY,OLYPHANT,PA,18447,US,1300 CORPORATE WAY,OLYPHANT,PA,18447,US,,AMZWBW2,USD,C&I,Customer,Active,dummy@tavant.com,,AMZWBW2,Eastern,
"AMAZON YYC4 - Calgary, AB",,66356 106 AVE SE,CALGARY,AB,T2C 5N6,CA,66356 106 AVE SE,CALGARY,AB,T2C 5N6,CA,,AMZYYC4,USD,C&I,Customer,Active,dummy@tavant.com,,AMZYYC4,Canada,
"American Fuji Seal - BARDSTOWN, KY",,1051 BLOOMFIELD ROAD,BARDSTOWN,KY,40004,US,1051 BLOOMFIELD ROAD,BARDSTOWN,KY,40004,US,,481-AFKY,USD,C&I,Customer,Active,dummy@tavant.com,,481-AFKY,Midwest,
"Compania Embotelladora Tijuana, Mexico",,"Unnamed Road Industrial,",Tijuana,BC,90220,MX,"Unnamed Road Industrial,",Tijuana,BC,90220,MX,,425-CEMX,USD,C&I,Customer,Active,dummy@tavant.com,,425-CEMX,Mexico,
"DHL - NEWVILLE, PA",,954 CENTERVILLE ROAD,NEWVILLE,PA,17241,US,954 CENTERVILLE ROAD,NEWVILLE,PA,17241,US,,408-DHLN,USD,C&I,Customer,Active,dummy@tavant.com,,408-DHLN,Eastern,
"DRISCOLLS - DOVER, FL",,12880 US-92,DOVER,FL,33527,US,12880 US-92,DOVER,FL,33527,US,,496-DRSF,USD,C&I,Customer,Active,dummy@tavant.com,,496-DRSF,Southern,
"Driscolls - El Openo, MX",,59833 Jacona de Plancarte,El OpeÃ±o,MC,59833,MX,59833 Jacona de Plancarte,El OpeÃ±o,MC,59833,MX,,DRISCMX,USD,C&I,Customer,Active,dummy@tavant.com,,DRISCMX,Mexico,
"DRUG PLASTICS - BOYERTOWN, PA",,1 BOTTLE DRIVE,BOYERTOWN,PA,19512,US,1 BOTTLE DRIVE,BOYERTOWN,PA,19512,US,,408-DPPA,USD,C&I,Customer,Active,dummy@tavant.com,,408-DPPA,Eastern,
"FUHRER - Greensburg, PA",,2430 Boquet Rd.,Greensburg,PA,15601,US,2430 Boquet Rd.,Greensburg,PA,15601,US,,416-B,USD,C&I,Customer,Active,dummy@tavant.com,,416-B,Eastern,
"JR Simplot - Pasco, WA",,1825 N COMMERCIAL AVE,PASCO,WA,99301,US,1825 N COMMERCIAL AVE,PASCO,WA,99301,US,,425-JRS,USD,C&I,Customer,Active,dummy@tavant.com,,425-JRS,Western,
"KIMBERLY CLARK - CORINTH, MS",,610 PINECREST ST,CORINTH,MS,38834,US,610 PINECREST ST,CORINTH,MS,38834,US,,KCC-MS,USD,C&I,Customer,Active,dummy@tavant.com,,KCC-MS,Southern,
"LEE CONTAINER - Centerville, IA",,2800 INDUSTRIAL PARK ROAD,CENTERVILLE,IA,52544,US,2800 INDUSTRIAL PARK ROAD,CENTERVILLE,IA,52544,US,,417-LEE,USD,C&I,Customer,Active,dummy@tavant.com,,417-LEE,Midwest,
"LIMONERIA - SANTA PAULA, CA",,1141 CUMMINGS ROAD,SANTA PAULA,CA,93060,US,1141 CUMMINGS ROAD,SANTA PAULA,CA,93060,US,,425-LIMN,USD,C&I,Customer,Active,dummy@tavant.com,,425-LIMN,Western,
MASONLIFT/SAMSUNG BC,,,,,,,,,,,,,466-SAMS,USD,C&I,Dealer,Active,dummy@tavant.com,,466-SAMS,,Truck Dealer
"METALSA - ELIZABETHTOWN, KY",,750 NORTH BLACK BRANCH ROAD,ELIZABETHTOWN,KY,42701,US,750 NORTH BLACK BRANCH ROAD,ELIZABETHTOWN,KY,42701,US,,310-META,USD,C&I,Customer,Active,dummy@tavant.com,,310-META,Midwest,
"MICRODYNE PLASTICS - COLTON, CA",,1901 E COOLET DRIVE,COLTON,CA,92324,US,1901 E COOLET DRIVE,COLTON,CA,92324,US,,425-MPCA,USD,C&I,Customer,Active,dummy@tavant.com,,425-MPCA,Western,
NFI Industries  - Greensboro NC,,300 PENRY ROAD,GREENSBORO,NC,27405,US,,,,,,,NFIGNC,USD,C&I,Customer,Active,dummy@tavant.com,,NFIGNC,Southern,
"Nissan - Smyrna, TN",,200 Sam Griffin Rd,Smyrna,TN,37167,US,200 Sam Griffin Rd,Smyrna,TN,37167,US,,NISS-TEN,USD,C&I,Customer,Active,dummy@tavant.com,,NISS-TEN,Southern,
"P&G - Edwardsville, IL",,3049 WESTWAY DRIVE,EDWARDSVILLE,IL,62025,US,3049 WESTWAY DRIVE,EDWARDSVILLE,IL,62025,US,,PG_EDWIL,USD,C&I,Customer,Active,dummy@tavant.com,,PG_EDWIL,Midwest,
"PCA - Landisville, PA",,701 Stoney Battery Rd,Landisville,PA,17538,US,701 Stoney Battery Rd,Landisville,PA,17538,US,,PCA-PA,USD,C&I,Customer,Active,dummy@tavant.com,,PCA-PA,Eastern,
"Stutz Packaging - Indio, CA",,82-689 Avenue 45,Indio,CA,92201,US,82-689 Avenue 45,Indio,CA,92201,US,,STZ-01,USD,C&I,Customer,Active,dummy@tavant.com,,STZ-01,Western,
