Name,AccountNumber,Account_ID__c,BillingCountry,BillingState,BillingCity,BillingPostalCode,BillingStreet,CurrencyIsoCode,Description,Industry,Phone,RecordTypeId,Site,TK_R12_Site_Number__c,Site_Status__c,Site_Name__c,TK_General_Comments__c,TK_R12_Account_Number__c,TKAMB2B_VAT__c,Website,WOD_2__Business_Units__c,WOD_2__Warranty_Account_Type__c,RSUPPLY_Account_Site__c,TK_Party_Site_ID__c,RSUPPLY_OracleAccountNumber__c,Fax,TK_Parent_Poem_Code__c,TK_Poem_Code__c,TK_Region__c,TKSVC_Invoice_Print_Method__c
Sysco Corporation,12619,001Ot000015wUsDIAU,US,TX,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,SVCSVC12619,N/A,,TK - NA,Customer,,,,,,12619,,One Invoice All Claims
Temperature Control Solutions,12841,001Ot000015wUsEIAU,US,NC,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,SVCSVC12841,N/A,,TK - NA,Customer,,,,,,12841,,One Invoice All Claims
TK Mount Pleasant TX,T0800001,001Ot000015wV2TIAU,US,TX,Mt. Pleasant,75455,2010 US Highway 67 West,USD,,,903-577-3603,0123i000000zaIgAAI,,,,THERMO KING OF DALLAS,,,,,TK - NA,Dealer,US-TX-DALLA-02,,1000069777,903-577-3605,,T0800001,,
"Alpha Trans, LTD",13418,001Ot000015wVQ6IAM,CA,ON,,,,CAD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,387791,N/A,,TK - NA,Customer,,,,,,13418,,One Invoice All Claims
Leader Enterprises - Harold Leader - Fed Ex,13420,001Ot000015wVQ7IAM,US,IN,,,,USD,,Refrigerated Transportation,,0123i000000zaIoAAI,,,,,,SVCSVC13420,N/A,,TK - NA,Customer,,,,,,13420,,One Invoice All Claims
TK MANDAN ND (C2639),C2639,0014w00003oSqHtAAK,US,ND,Mandan,58554,3017 - 34th Street NW,USD,,,701-663-5480,0123i000000zaIgAAI,,,,,,,,,TK - NA,Dealer,,Service Only,,701-663-9616,,C2639,Central,
TK GAINESVILLE GA (T0690001),T0690001,0014w00004AIVpYAAX,US,GA,ALTO,30510,200 BALLEW RD,USD,,,(864) 297-1860,0123i000000zaIgAAI,,4497143,,THERMO KING OF BIRMINGHAM,,312637,,,TK - NA,Dealer,US-AL-MONTG-01,47125144,1000082122,(864) 297-7247,T0690,T0690001,East,
TK ROANOKE VA (T1425013),T1425013,0013i00000Qd1RUAAZ,US,AZ,TOLLESON,85353,8800 W BUCKEYE RD,USD,Formerly TK Cloverdale VA,,,0123i000000zaIgAAI,,4269902,,THERMO KING WEST-PHOENIX,,312450,,,TK - NA,Dealer,US-VA-CLOVE-01,46887855,1000082046,,T1425,T1425013,East,
TK DUNBAR WV (T1425014),T1425014,0013i00000Qd1RVAAZ,US,AZ,TOLLESON,85353,8800 W BUCKEYE RD,USD,Formally T2650001,,,0123i000000zaIgAAI,,4269976,,THERMO KING WEST-PHOENIX,,312450,NA,,TK - NA,Dealer,US-VA-CLOVE-01,46888863,1000082046,,T1425,T1425014,East,
TK TULSA OK (T2525001),T2525001,0013i00000Qd1RWAAZ,US,OK,TULSA,74107-9036,6000 WEST 55th ST SOUTH,USD,,,918-446-1431,0123i000000zaIgAAI,,2261410,,THERMO KING OF TULSA LLC,,312218,,,TK - NA,Dealer,US-OK-TULSA-01,28490733,1000082047,918-445-0723,T2525,T2525001,Central,
TK SPRINGFIELD MO (T2525),T2525,0013i00000Qd1RXAAZ,US,MO,SPRINGFIELD,65803,4901 EAST KEARNEY ST,USD,,,417-862-1901,0123i000000zaIgAAI,,2089450,,THERMO KING OF SPRINGFIELD LLC,,312225,,,TK - NA,Dealer,US-MO-SPRIN-01,27929395,1000082290,417-862-7969,T2525,T2525,Central,
TK COLUMBIA SC (T0697),T0697,0013i00000Qd1RYAAZ,US,SC,GASTON,29053,30 SONNTAG DR,USD,,,803-695-8880,0123i000000zaIgAAI,,886405,,THERMO KING COLUMBIA INC,,312241,,,TK - NA,Dealer,US-SC-GASTO-01,14307283,1000082019,803-695-8886,T0697,T0697,East,
TK ROCK ISLAND IL (T1320004),T1320004,0013i00000Qd1RZAAZ,US,IL,ROCK ISLAND,61201,3900 81st Ave W,USD,,,,0123i000000zaIgAAI,,4076404,,THERMO KING SALES & SERVICE,,312252,NA,,TK - NA,Dealer,US-MN-STPAU-02,46668946,1000082096,,T1320,T1320004,Central,
TK SPRINGFIELD IL (T1320005),T1320005,0013i00000Qd1RaAAJ,US,IL,SPRINGFIELD,62707,3410 REMINGTON ST,USD,,,,0123i000000zaIgAAI,,4076495,,THERMO KING SALES & SERVICE,,312252,,,TK - NA,Dealer,US-MN-STPAU-02,46666510,1000082096,,T1320,T1320005,Central,
TK DUBUQUE IA (T1320006),T1320006,0013i00000Qd1RbAAJ,US,IA,DUBUQUE,52003,10593 LAKE ELEANOR RD,USD,,,563-556-8100,0123i000000zaIgAAI,,4076505,,THERMO KING SALES & SERVICE,,312252,NA,,TK - NA,Dealer,US-MN-STPAU-02,46666518,1000082096,,T1320,T1320006,Central,
TK KANSAS CITY KS (C0960),C0960,0013i00000Qd1RcAAJ,US,KS,KANSAS CITY,66119-0205,PO BOX 5205,USD,,,913-371-0868,0123i000000zaIgAAI,,783358,,CENTRAL STATES THERMO KING KANSAS,,312244,,,TK - NA,Dealer,US-MO-KSCIT-01,12258881,1000082043,913-371-4929,C0960,C0960,Central,
TK PARK CITY KS (C0962),C0962,0013i00000Qd1RdAAJ,US,KS,PARK CITY,67147,7915 HARTMAN ARENA DR,USD,,,316-744-2061,0123i000000zaIgAAI,,1435378,,CENTRAL STATES THERMO KING-WICHITA,,312244,,,TK - NA,Dealer,US-MO-KSCIT-01,26324297,1000082044,316-744-2596,C0960,C0962,Central,
TK OKLAHOMA CITY OK (C0963),C0963,0013i00000Qd1ReAAJ,US,OK,OKLAHOMA CITY,73137-0543,PO BOX 270543,USD,,,405-577-2222,0123i000000zaIgAAI,,783785,,CENTRAL STATES THERMO KING OF OKLAHOMA CITY INC,,312244,,,TK - NA,Dealer,US-MO-KSCIT-01,12259309,1000082178,405-577-8222,C0960,C0963,Central,
TK PHILADELPHIA PA (C0965),C0965,0013i00000Qd1RfAAJ,US,PA,PHILADELPHIA,19153-3238,7301 HOLSTEIN AVE,USD,,,215-365-7700,0123i000000zaIgAAI,,820187,,CSTK EAST LLC -PHILADELPHIA,Review Tech Fees and Data Downloads,312244,,,TK - NA,Dealer,US-MO-KSCIT-01,12399197,1000082553,215-365-7376,C0960,C0965,East,
TK ST. LOUIS MO (C0966),C0966,0013i00000Qd1RgAAJ,US,MO,SAINT LOUIS,63147,420 CARRIE AVE,USD,,,314-771-6666,0123i000000zaIgAAI,,783286,,CENTRAL STATES THERMO KING OF ST LOUIS,,312244,,,TK - NA,Dealer,US-MO-KSCIT-01,12258809,1000082541,314-771-5559,C0960,C0966,Central,
TK WILSON NC (T1370),T1370,0013i00000Qd1RhAAJ,US,NC,WILSON,27895-3565,PO BOX 3565,USD,,,252-291-5045,0123i000000zaIgAAI,,783542,,THERMO KING OF WILSON,,312245,,,TK - NA,Dealer,US-NC-WILSO-01,27215728,1000082041,252-291-8440,T1370,T1370,East,
TK GARNER NC (T1010),T1010,0013i00000Qd1RiAAJ,US,NC,GARNER,27529-8584,3740 CENTURION DR,USD,,,919-773-2003,0123i000000zaIgAAI,,783877,,THERMO KING OF WILSON,,312245,,,TK - NA,Dealer,US-NC-WILSO-01,27215731,1000082041,919-773-4993,T1370,T1010,East,
TK FAYETTEVILLE NC (T1371),T1371,0013i00000Qd1RjAAJ,US,NC,GODWIN,28344-8898,4838 JT MATTHEWS RD,USD,,,910-892-7757,0123i000000zaIgAAI,,784002,,THERMO KING OF WILSON,,312245,,,TK - NA,Dealer,US-NC-WILSO-01,27215729,1000082041,910-891-4083,T1370,T1371,East,
TK TAMPA FL (G2280),G2280,0013i00000Qd1RkAAJ,US,FL,TAMPA,33637-6774,7802 US HIGHWAY 301 N,USD,,,813-985-8502,0123i000000zaIgAAI,,783886,,GULF COAST THERMO KING,,312246,,,TK - NA,Dealer,US-FL-TAMPA-01,12259410,1000082128,813-988-6167,G2280,G2280,East,
TK MIAMI FL (T1085),T1085,0013i00000Qd1RlAAJ,US,FL,MIAMI,33142-4517,4333 NW 27TH AVE,USD,,,305-633-0585,0123i000000zaIgAAI,,783968,,THERMO KING OF MIAMI,,312246,,,TK - NA,Dealer,US-FL-TAMPA-01,12259492,1000082130,305-633-3178,G2280,T1085,East,
TK POMPANO BEACH FL (T1085001),T1085001,0013i00000Qd1RmAAJ,US,FL,POMPANO BEACH,33069-2927,1201 HAMMONDVILLE RD,USD,,,954-942-7969,0123i000000zaIgAAI,,783283,,THERMO KING OF POMPANO,,312246,,,TK - NA,Dealer,US-FL-TAMPA-01,12258806,1000082131,954-942-9497,G2280,T1085001,East,
TK COQUITLAM BC (O0310),O0310,0013i00000Qd1RnAAJ,CA,BC,COQUITLAM,V3K 6V5,68 FAWCETT RD,CAD,,,604-526-4414,0123i000000zaIgAAI,,783794,,THERMO KING OF BRITISH COLUMBIA INC,,312248,,,TK - NA,Dealer,CA-BC-COQUI-01,27335926,1000082017,604-521-0184,O0310,O0310,West,
TK NEW HAVEN IN (T2805),T2805,0013i00000Qd1RoAAJ,US,IN,NEW HAVEN,46774-9211,2275 PATRICK HENRY WAY,USD,,,260-493-0046,0123i000000zaIgAAI,,783446,,THERMO KING MIDWEST,,312249,,,TK - NA,Dealer,US-IN-INDIA-01,12258969,1000082053,,T2820,T2805,Central,One Invoice One Claim
TK DELPHOS OH (T2805003),T2805003,0013i00000Qd1RpAAJ,US,OH,DELPHOS,45833-9213,801 W 5TH ST,USD,,,,0123i000000zaIgAAI,,782685,,THERMO KING MIDWEST,,312249,,,TK - NA,Dealer,US-IN-INDIA-01,12258208,1000082053,,T2820,T2805003,Central,
TK INDIANAPOLIS IN (T2820),T2820,0013i00000Qd1RqAAJ,US,IN,INDIANAPOLIS,46241,817 SOUTH TIBBS AVE,USD,,,317-247-4002,0123i000000zaIgAAI,,1117380,,THERMO KING MIDWEST,,312249,,,TK - NA,Dealer,US-IN-INDIA-01,21283320,1000082053,317-243-4488,T2820,T2820,Central,
TK SIKESTON MO (T2821),T2821,0013i00000Qd1RrAAJ,US,MO,SIKESTON,63801-3920,1030 COUNTY LINE RD,USD,,,573-472-2833,0123i000000zaIgAAI,,783019,,THERMO KING MIDWEST,,312249,,,TK - NA,Dealer,US-IN-INDIA-01,12258542,1000082053,573-472-2944,T2820,T2821,Central,
TK JEFFERSONVILLE IN (T2825),T2825,0013i00000Qd1RsAAJ,US,IN,JEFFERSONVILLE,47130-9667,3405 INDUSTRIAL PKWY,USD,,,812-282-5022,0123i000000zaIgAAI,,783188,,THERMO KING MIDWEST,,312249,,,TK - NA,Dealer,US-IN-INDIA-01,12258711,1000082053,812-285-5162,T2820,T2825,Central,
TK SAVANNAH GA (T1023),T1023,0013i00000Qd1RuAAJ,US,GA,SAVANNAH,31405-9306,1234 DEAN FOREST RD,USD,,,912-234-9040,0123i000000zaIgAAI,,783280,,"THERMO KING OF SOUTHEAST GA.,INC.",,312250,,,TK - NA,Dealer,US-GA-SAVAN-01,27212097,1000082224,912-231-9105,T1000,T1023,East,
TK ST. PAUL MN (T1320),T1320,0013i00000Qd1RvAAJ,US,MN,SAINT PAUL,55112-1826,1951 OLD HIGHWAY 8 NW,USD,,,651-633-2820,0123i000000zaIgAAI,,783708,,THERMO KING SALES & SERVICE,,312252,,,TK - NA,Dealer,US-MN-STPAU-02,12259231,1000082096,651-633-5113,T1320,T1320,Central,
TK ALBERT LEA MN (T1320001),T1320001,0013i00000Qd1RwAAJ,US,MN,ALBERT LEA,56007-3952,2317 CONSUL ST,USD,,,507-377-1631,0123i000000zaIgAAI,,783709,,THERMO KING SALES & SERVICE,,312252,,,TK - NA,Dealer,US-MN-STPAU-02,12259232,1000082096,507-377-3578,T1320,T1320001,Central,
TK DES MOINES IA (T1380),T1380,0013i00000Qd1RxAAJ,US,IA,DES MOINES,50317,4975 HUBBELL AVE,USD,,,515-262-9317,0123i000000zaIgAAI,,783371,,THERMO KING DES MOINES CO.,,312252,,,TK - NA,Dealer,US-IA-DSMOI-01,12258894,1000082097,515-262-0071,T1320,T1380,Central,
TK BOISE ID (C2647),C2647,0013i00000Qd1RyAAJ,US,UT,WEST VALLEY CITY,84120-1276,2424 S 5370 W,USD,,,208-947-0028,0123i000000zaIgAAI,,1550525,,PEAK THERMO KING,,312253,,,TK - NA,Dealer,US-UT-WTCIT-01,26867322,1000082023,208-338-5436,T0840,C2647,West,
TK SALT LAKE CITY UT (T0840),T0840,0013i00000Qd1RzAAJ,US,UT,WEST VALLEY CITY,84120-1276,2424 S 5370 W,USD,,,801-363-1963,0123i000000zaIgAAI,,783615,,PEAK THERMO KING,,312253,,,TK - NA,Dealer,US-UT-WTCIT-01,12259138,1000082023,801-524-1351,T0840,T0840,West,
TK SAN ANTONIO TX (K1007),K1007,0013i00000Qd1S0AAJ,US,TX,SAN ANTONIO,78219-3509,5807 DIETRICH RD,USD,Kirbycorp.com and unitedengines.com are acceptable email extensions for user additions,,210-661-4611,0123i000000zaIgAAI,,2881323,,THERMO KING OF HOUSTON LLC,,783859,,,TK - NA,Dealer,US-TX-HOUST-01,36059119,1000003244,210-661-4615,K1000,K1007,West,
TK MISSISSAUGA ON (T0140),T0140,0013i00000Qd1S1AAJ,CA,ON,MISSISSAUGA,L5T 1G5,THERMO KING EASTERN CANADA - TORONTO,CAD,,,905-564-2800,0123i000000zaIgAAI,,783636,,THERMO KING ONTARIO,,312298,,,TK - NA,Dealer,CA-ON-MISSI-02,12259159,1000021032,,T0140,T0140,East,
TK MONCTON NB (T0144),T0144,0013i00000Qd1S2AAJ,CA,NB,MONCTON,E1H 0N3,THERMO KING EASTERN CANADA - MONCTON,CAD,,,506-858-8849,0123i000000zaIgAAI,,3147051,,THERMO KING MARITIME,,312299,,,TK - NA,Dealer,CA-NB-MONCT-01,44118090,1000083247,506-858-0648,T0140,T0144,East,
TK ST-LAURENT QC (T0143),T0143,0013i00000Qd1S3AAJ,CA,QC,SAINT-LAURENT,H4S 1B7,THERMO KING EASTERN CANADA - MONTREAL,CAD,,,514-333-5133,0123i000000zaIgAAI,,783556,,THERMO KING MONTREAL,,312300,,,TK - NA,Dealer,CA-QC-SAINT-01,12259079,1000021018,514-731-8041,T0140,T0143,East,
TK WINNIPEG MB (C2645001),C2645001,0013i00000Qd1S4AAJ,CA,MB,Centreport,R4B 0A7,450 LUCAS AVE,CAD,,,204-694-1368,0123i000000zaIgAAI,,4566020,,THERMO KING OF MID CANADA CORP,,312323,,,TK - NA,Dealer,CA-MB-WINNI-01,47198832,1000082022,204-632-0929,C2645,C2645001,West,
TK LITTLE ROCK AR (T2690),T2690,0013i00000Qd1S5AAJ,US,AR,NORTH LITTLE ROCK,72117,10600 Maybelline RD,USD,,,501-490-1979,0123i000000zaIgAAI,,2180804,,TRI STATE THERMO KING INC,,312355,,,TK - NA,Dealer,US-TN-MEMPH-01,28208972,1000082039,501-490-2656,T2695,T2690,Central,
TK NASHVILLE TN (T2694),T2694,0013i00000Qd1S6AAJ,US,TN,NASHVILLE,37224-1011,PO BOX 101011,USD,,,615-244-2996,0123i000000zaIgAAI,,783528,,TRI STATE THERMO KING INC,,312355,,,TK - NA,Dealer,US-TN-MEMPH-01,12259051,1000082039,615-244-4960,T2695,T2694,Central,
TK MEMPHIS TN (T2695),T2695,0013i00000Qd1S7AAJ,US,TN,MEMPHIS,38116-1826,1420 STONEBROOK AVE,USD,,,901-332-7344,0123i000000zaIgAAI,,783617,,TRI-STATE THERMO KING,,312355,,,TK - NA,Dealer,US-TN-MEMPH-01,12259140,1000082230,901-332-2732,T2695,T2695,Central,
TK BANGOR ME (T1026),T1026,0013i00000Qd1S8AAJ,US,ME,Bangor,04401,422 Perry Road,USD,,,207-945-6451,0123i000000zaIgAAI,,,,,,,,,TK - NA,Dealer,,12259399,,207-947-6557,,T1026,East,
TK PORTLAND ME (T1026001),T1026001,0013i00000Qd1S9AAJ,US,ME,Westbrook,04092,10 Terminal Street,USD,,,800-492-0601,0123i000000zaIgAAI,,,,,,,,,TK - NA,Dealer,,13912339,,207-591-1981,,T1026001,East,
TK CINCINNATI OH (T2840),T2840,0013i00000Qd1SAAAZ,US,OH,CINCINNATI,45241-1569,12130 BEST PL,USD,,,513-771-2220,0123i000000zaIgAAI,,783798,,TRANSPORT SPECIALISTS,,312426,,,TK - NA,Dealer,US-OH-CINCI-01,12259322,1000082030,513-771-6520,T2840,T2840,Central,
TK HILLIARD OH (T2840001),T2840001,0013i00000Qd1SBAAZ,US,OH,HILLIARD,43026-1243,4300 LYMAN DR,USD,,,614-876-8588,0123i000000zaIgAAI,,783712,,TRANSPORT SPECIALISTS,,312426,,,TK - NA,Dealer,US-OH-CINCI-01,12259235,1000082030,614-876-3016,T2840,T2840001,Central,
TK RICHFIELD OH (T2840005),T2840005,0013i00000Qd1SCAAZ,US,OH,RICHFIELD,44286-9740,2811 BRECKSVILLE RD,USD,,,,0123i000000zaIgAAI,,1165199,,TRANSPORT SPECIALISTS,,312426,,,TK - NA,Dealer,US-OH-CINCI-01,22415365,1000082030,,T2840,T2840005,Central,One Invoice One Claim
TK LOWELL AR (T2435003),T2435003,0013i00000Qd1SDAAZ,US,AR,LOWELL,72745-9668,509 S BLOOMINGTON ST,USD,,,479-770-0077,0123i000000zaIgAAI,,783450,,TRANSPORT REFRIGERATION OF NW AR,,312443,,,TK - NA,Dealer,US-WI-DEPER-01,12258973,1000082051,479-659-5323,T2435,T2435003,Central,
TK DE PERE WI (T2435),T2435,0013i00000Qd1SEAAZ,US,WI,DE PERE,54115-1391,301 LAWRENCE DR,USD,,,920-339-5700,0123i000000zaIgAAI,,783454,,TRANSPORT REFRIGERATION INC,,312444,,,TK - NA,Dealer,US-WI-DEPER-01,12258977,1000081987,920-339-5717,T2435,T2435,Central,
TK MADISON WI (T2435001),T2435001,0013i00000Qd1SFAAZ,US,WI,MADISON,53704-3235,29 TRANSPORT CT,USD,,,608-244-5608,0123i000000zaIgAAI,,783449,,TRANSPORT REFRIGERATION INC,,312444,,,TK - NA,Dealer,US-WI-DEPER-01,12258972,1000081987,603-246-3642,T2435,T2435001,Central,
TK ELKRIDGE MD (T1425007),T1425007,0013i00000Qd1SGAAZ,US,AZ,TOLLESON,85353,8800 W BUCKEYE RD,USD,Labor rate increases follows state statutes vs TK process.,,410-796-8921,0123i000000zaIgAAI,,2205490,,THERMO KING OF CHESAPEAKE,,312445,,,TK - NA,Dealer,US-AZ-PHOEN-01,28294316,1000082020,410-796-0484,T1425,T1425007,East,
TK DELMAR DE (T1425008),T1425008,0013i00000Qd1SHAAZ,US,AZ,TOLLESON,85353,8800 W BUCKEYE RD,USD,,,302-628-4170,0123i000000zaIgAAI,,2197845,,THERMO KING OF CHESAPEAKE,,312445,,,TK - NA,Dealer,US-AZ-PHOEN-01,28263578,1000082020,302-628-4175,T1425,T1425008,East,
TK BYRON CENTER MI (T1450),T1450,0013i00000Qd1SIAAZ,US,MI,BYRON CENTER,49315-8509,955 76TH ST SW,USD,,,616-878-4900,0123i000000zaIgAAI,,783540,,THERMO KING MICHIGAN INC,,312446,,,TK - NA,Dealer,US-MI-BNCEN-01,12259063,1000082016,616-878-4949,T1450,T1450,Central,
TK REDFORD MI (T1450001),T1450001,0013i00000Qd1SJAAZ,US,MI,REDFORD,48239-1412,11711 TELEGRAPH RD,USD,,,313-532-3006,0123i000000zaIgAAI,,783190,,THERMO KING MICHIGAN INC,,312446,,,TK - NA,Dealer,US-MI-BNCEN-01,12258713,1000082016,313-532-3750,T1450,T1450001,Central,
TK RIVIERA BEACH FL (T2835001),T2835001,0013i00000Qd1SKAAZ,US,FL,RIVIERA BEACH,33407-1218,6870 N MILITARY TRL,USD,,,561-845-0406,0123i000000zaIgAAI,,783707,,THERMO KING OF ORLANDO,,312449,,,TK - NA,Dealer,US-MS-RICHL-01,12259230,1000102713,561-842-2916,T2835001,T2835001,East,
TK WINTER GARDEN FL (T2835002),T2835002,0013i00000Qd1SLAAZ,US,FL,WINTER GARDEN,34787,695 GARDEN COMMERCE PKWY,USD,,,407-293-7158,0123i000000zaIgAAI,,783024,,THERMO KING OF ORLANDO,,312449,,,TK - NA,Dealer,US-MS-RICHL-01,12258547,1000102713,407-290-8277,T2835001,T2835002,East,
TK CORDELE GA (T2835005),T2835005,0013i00000Qd1SMAAZ,US,GA,CORDELE,31015-8533,400 ROCKHOUSE RD E,USD,,,229-273-9480,0123i000000zaIgAAI,,783021,,THERMO KING OF ORLANDO,,312449,,,TK - NA,Dealer,US-MS-RICHL-01,12258544,1000102713,229-276-0664,T2835001,T2835005,East,
TK PHOENIX AZ (T1425),T1425,0013i00000Qd1SNAAZ,US,AZ,TOLLESON,85353,8800 W BUCKEYE RD,USD,Labor rate increases follows state statutes vs TK process.,,602-415-9378,0123i000000zaIgAAI,,886306,,THERMO KING WEST-PHOENIX,,312450,,,TK - NA,Dealer,US-VA-CLOVE-01,14306281,1000082046,602-415-0008,T1425,T1425,West,
TK ALBUQUERQUE NM (T1425003),T1425003,0013i00000Qd1SOAAZ,US,NM,ALBUQUERQUE,87121,13510 CENTRAL AVE SW,USD,,,505-342-9378,0123i000000zaIgAAI,,2406676,,THERMO KING WEST-PHOENIX,,312450,,,TK - NA,Dealer,US-VA-CLOVE-01,28975721,1000082046,505-342-2015,T1425,T1425003,West,
TK EL PASO TX (T1425006),T1425006,0013i00000Qd1SPAAZ,US,TX,HORIZON CITY,79928,200 S DARRINGTON,USD,Labor rate increases follows state statutes vs TK process.,,915-852-7201,0123i000000zaIgAAI,,1770516,,THERMO KING WEST-PHOENIX,,312450,,,TK - NA,Dealer,US-VA-CLOVE-01,27316806,1000082046,915-852-7210,T1425,T1425006,West,
TK SIOUX FALLS SD (T1083),T1083,0013i00000Qd1SQAAZ,US,SD,SIOUX FALLS,57103-0145,1709 N CLIFF AVE,USD,,,605-334-5162,0123i000000zaIgAAI,,783278,,"THERMO KING OF SIOUX FALLS,INC.",,312503,,,TK - NA,Dealer,US-SD-SXFAL-01,12258801,1000082045,605-334-1556,T1083,T1083,West,
TK SALINAS CA (T1080),T1080,0013i00000Qd1SRAAZ,US,CA,SALINAS,93901-8000,1 ELVEE CIR,USD,,,831-422-5792,0123i000000zaIgAAI,,783281,,THERMO KING OF SALINAS INC,,312504,,,TK - NA,Dealer,US-CA-SALIN-01,38833733,1000082024,831-422-7019,T1080,T1080,West,
TK NORTH HAVEN CT (T0887014),T0887014,0013i00000Qd1SSAAZ,US,CA,TORRANCE,90505,23935 MADISON ST,USD,,,201-538-8324,0123i000000zaIgAAI,,3954208,,TK SERVICES INC,,70929,NA,,TK - NA,Dealer,US-CA-VERNO-01,46514757,1000020654,,T0887,T0887014,East,
TK SIOUX CITY IA (I0510),I0510,0013i00000Qd1STAAZ,US,IA,SIOUX CITY,51106-5128,4325 S YORK ST,USD,,,712-252-4696,0123i000000zaIgAAI,,783361,,THERMO KING CHRISTENSEN,,312509,,,TK - NA,Dealer,US-NE-GDISL-01,12258884,1000082803,712-255-1733,T1065,I0510,Central,
TK OMAHA NE (T1065),T1065,0013i00000Qd1SUAAZ,US,NE,OMAHA,68127-1815,7508 F ST,USD,,,402-331-6116,0123i000000zaIgAAI,,1215139,,THERMO KING CHRISTENSEN,,312509,,,TK - NA,Dealer,US-NE-GDISL-01,23873307,1000082803,402-331-9485,T1065,T1065,Central,
TK CARLISLE PA (M2730),M2730,0013i00000Qd1SVAAZ,US,PA,CARLISLE,17015,PO BOX 1922,USD,,,717-766-8000,0123i000000zaIgAAI,,783801,,MOTOR TRUCK EQUIPMENT,,312562,,,TK - NA,Dealer,US-PA-CARLI-02,12259325,1000082703,717-766-3596,M2730,M2730,East,
TK FARGO ND (C2645),C2645,0013i00000Qd1SWAAZ,US,ND,FARGO,58104-8600,3141 39TH ST S,USD,,,701-282-2990,0123i000000zaIgAAI,,783876,,"THERMO KING OF FARGO AND ISUZU DIESEL MIDWEST, INC.",,312565,,,TK - NA,Dealer,US-ND-FARGO-01,47129181,1000082021,701-282-2472,C2645,C2645,West,
TK HARRISONBURG VA (T2775),T2775,0013i00000Qd1SXAAZ,US,VA,MOUNT CRAWFORD,22841,101 WHITE PICKET TRL,USD,,,540-434-7004,0123i000000zaIgAAI,,783880,,TRUCK THERMO KING INC,,312566,,,TK - NA,Dealer,US-VA-MTCRA-01,12259404,1000082850,540-434-1937,T2775,T2775,East,
TK JACKSON MS (T2835008),T2835008,0013i00000Qd1SYAAZ,US,FL,WINTER GARDEN,34787,695 GARDEN COMMERCE PKWY,USD,Previously T0888,,407-293-7158 x1121,0123i000000zaIgAAI,,4263956,,THERMO KING OF ORLANDO,,312449,,,TK - NA,Dealer,US-MS-RICHL-01,46886677,1000102713,,T2835001,T2835008,East,
TK KNOXVILLE TN (T0985),T0985,0013i00000Qd1SZAAZ,US,TN,KNOXVILLE,37914-9637,7126 STRAWBERRY PLAINS PIKE,USD,,,865-522-4154,0123i000000zaIgAAI,,783881,,THERMO KING OF KNOXVILLE INC,,312568,,,TK - NA,Dealer,US-TN-KNOXV-02,12259405,1000082040,865-523-6181,T0985,T0985,Central,
TK NORFOLK VA (T2750),T2750,0013i00000Qd1SaAAJ,US,VA,NORFOLK,23502-2405,1160 LANCE RD,USD,,,757-461-1551,0123i000000zaIgAAI,,783885,,TRUCK REFRIGERATION REPAIR INC,,312569,,,TK - NA,Dealer,US-VA-NORFO-01,26857829,1000082179,757-461-0460,T2750,T2750,East,
TK ASHLAND VA (T2775001),T2775001,0013i00000Qd1SbAAJ,US,VA,ASHLAND,23005-3412,10394 SLIDING RIDGE RD,USD,,,804-550-5666,0123i000000zaIgAAI,,783959,,THERMO KING OF VIRGINIA,,312571,,,TK - NA,Dealer,US-VA-ASHLA-01,12259483,1000082842,804-550-0244,T2775,T2775001,East,
TK FRESNO CA (T0880),T0880,0013i00000Qd1ScAAJ,US,CA,FRESNO,93725-1902,3247 E ANNADALE AVE,USD,updated oracle number from 1000082037 to 1000099231 10/26/23. Changed Back to 100008237 11/29/23,,559-496-3500,0123i000000zaIgAAI,,783191,,THERMO KING OF FRESNO INC,,312573,,,TK - NA,Dealer,US-CA-FRESN-01,12258714,1000082037,559-237-9416,T0880,T0880,West,
TK KAPOLEI HI (T0816),T0816,0013i00000Qd1SdAAJ,US,HI,KAPOLEI,96707-1848,2291 LAUWILIWILI ST,USD,,,808-682-6109,0123i000000zaIgAAI,,2234955,,HAWAII TRUCK PARTS SALES AND SERVICE LLC,,312596,,,TK - NA,Dealer,US-HI-KAPOL-01,28401923,1000083248,808-682-6108,T0816,T0816,West,
TK BILLINGS MT (D0050),D0050,0013i00000Qd1SeAAJ,US,MT,BILLINGS,59101-6360,6428 S FRONTAGE RD,USD,,,406-656-6290,0123i000000zaIgAAI,,783628,,D&D TRANSPORT REFRIGERATION SERVICE,Watch Tech Fee for computer hook up only,312623,,,TK - NA,Dealer,US-MT-BILLI-01,12259151,1000082050,406-656-9943,D0050,D0050,West,
TK ROCHESTER NY (U0550),U0550,0013i00000Qd1SiAAJ,US,NY,ROCHESTER,14624-1814,1023 BUFFALO RD,USD,,,585-328-7710,0123i000000zaIgAAI,,783711,,UPSTATE THERMO KING INC,,312627,,,TK - NA,Dealer,US-NY-ROCHE-01,12259234,1000082032,716-436-1366,U0550,U0550,East,
