WOD_2__Policy_Filter_Condition__c,WOD_2__Transfer_Fee__c,WOD_2__Payment_Definition__c,Mark_Policy_As_Primary_HDI__c,Coverage_transfer_window_period_fromdate__c,WOD_2__Coverage_Based_On__c,LastModifiedById,EWP_End_WP_from_Shipment_Date_HDI__c,WOD_2__Sub_Type__c,Machine_Hours_Energy_Units_Covered_HDI__c,OwnerId,WOD_2__Transferable_Month__c,LastReferencedDate,Comments__c,Policy_Name_HDI__c,Job_Code_Group_HDI__c,WOD_2__Months_Covered_From__c,Build_Date_Applicable_HDI__c,Is_Third_Party_Policy_HDI__c,WOD_2__Description__c,WOD_2__Pricebook_Type__c,Name,WOD_2__Terms_Condition__c,Business_Unit_HDI__c,Customer_Type__c,WOD_2__Is_Policy_Optional__c,WOD_2__Type__c,Installer_Certification_Status_HDI__c,Is_Policy_Displayed_To_Internal_Users_On__c,WOD_2__Active_From__c,Registration_Price__c,CreatedDate,WOD_2__Status__c,Limit_of_Liability_HDI__c,WOD_2__Business_Units__c,Is_Attachment_Mandatory_HDI__c,WOD_2__Days_Covered__c,WOD_2__Inclusion__c,LastModifiedDate,Months_Covered_From_Invoice_Date_HDI__c,CurrencyIsoCode,SystemModstamp,WOD_2__Months_Covered__c,WOD_2__Transferable__c,Maxi_number_of_transfer_to_end_customers__c,WOD_2__Category_To_Apply_Degradation__c,WOD_2__Days_Covered_From__c,Is_Policy_Applicable_for_DR_HDI__c,WOD_2__Active_Until__c,LastViewedDate,EWP_Start_WP_from_Delivery_Date_HDI__c,WOD_2__Exclusion__c,Months_Covered_From_Shipment_HDI__c,WOD_2__Expression__c,Months_Covered_FRM_OriginalDate_HDI__c,Ownership_State_HDI__c,CreatedById,IsDeleted,WOD_2__Priority__c,External_ID_HDI__c,Forced_Selection_Needed_During_DR_HDI__c,Months_Covered_From_Build_Date_HDI__c,Policy_Group_Name_HDI__c,Item_Condition_HDI__c,Id,WOD_2__Default_Policy_Definition__c,WOD_2__Extended_Policy_Cost__c,EWP_End_WP_from_Delivery_Date_HDI__c
OR,,,False,,,0058a00000MZsjwAAD,,,5000.0,0058a00000MZsjwAAD,,,,"RI Extended Warranty 36 months or 5,000 operation hours. Parts Only",,,False,False,"RI Extended Warranty 36 months or 5,000 operation hours. Parts Only",,EXT-RI-36-5000-PWT-ENG-STR-HYDR-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2020-05-01,,2023-07-04T22:31:33.000+0000,Active,,EUROPE,False,,,2023-07-04T23:02:50.000+0000,,USD,2023-07-04T23:02:50.000+0000,36.0,True,,,,False,2060-12-31,,0.0,,,,,First Owner;Preowned;Dealer Rental,0058a00000MZsjwAAD,False,6036.0,,False,,PARTS_LABOR_TRAVEL;DPFULL,NEW;PREOWNED,a0e8a00000Hfd3kAAB,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,,,6000.0,0058a00000MZsjwAAD,,,,"RI Extended Warranty 36 months or 6,000 operation hours. Parts Only",,,False,False,"RI Extended Warranty 36 months or 6,000 operation hours. Parts Only",,EXT-RI-36-6000-PWT-ENG-STR-HYDR-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2020-05-01,,2023-07-04T22:31:33.000+0000,Active,,EUROPE,False,,,2023-07-04T23:02:50.000+0000,,USD,2023-07-04T23:02:50.000+0000,36.0,True,,,,False,2060-12-31,,0.0,,,,,First Owner;Preowned;Dealer Rental,0058a00000MZsjwAAD,False,6037.0,,False,,PARTS_LABOR_TRAVEL;DPFULL,NEW;PREOWNED,a0e8a00000Hfd3lAAB,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,,,7000.0,0058a00000MZsjwAAD,,,,"RI Extended Warranty 36 months or 7,000 operation hours. Parts Only",,,False,False,"RI Extended Warranty 36 months or 7,000 operation hours. Parts Only",,EXT-RI-36-7000-PWT-ENG-STR-HYDR-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2020-05-01,,2023-07-04T22:31:33.000+0000,Active,,EUROPE,False,,,2023-07-04T23:02:50.000+0000,,USD,2023-07-04T23:02:50.000+0000,36.0,True,,,,False,2060-12-31,,0.0,,,,,First Owner;Preowned;Dealer Rental,0058a00000MZsjwAAD,False,6038.0,,False,,PARTS_LABOR_TRAVEL;DPFULL,NEW;PREOWNED,a0e8a00000Hfd3mAAB,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,,,5000.0,0058a00000MZsjwAAD,,,,"RI Extended Warranty 48 months or 5,000 operation hours. Parts Only",,,False,False,"RI Extended Warranty 48 months or 5,000 operation hours. Parts Only",,EXT-RI-48-5000-PWT-ENG-STR-HYDR-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2020-05-01,,2023-07-04T22:31:33.000+0000,Active,,EUROPE,False,,,2023-07-04T23:02:50.000+0000,,USD,2023-07-04T23:02:50.000+0000,48.0,True,,,,False,2060-12-31,,0.0,,,,,First Owner;Preowned;Dealer Rental,0058a00000MZsjwAAD,False,6039.0,,False,,PARTS_LABOR_TRAVEL;DPFULL,NEW;PREOWNED,a0e8a00000Hfd3nAAB,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,,,6500.0,0058a00000MZsjwAAD,,,,"RI Extended Warranty 48 months or 6,500 operation hours. Parts Only",,,False,False,"RI Extended Warranty 48 months or 6,500 operation hours. Parts Only",,EXT-RI-48-6500-PWT-ENG-STR-HYDR-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2020-05-01,,2023-07-04T22:31:33.000+0000,Active,,EUROPE,False,,,2023-07-04T23:02:50.000+0000,,USD,2023-07-04T23:02:50.000+0000,48.0,True,,,,False,2060-12-31,,0.0,,,,,First Owner;Preowned;Dealer Rental,0058a00000MZsjwAAD,False,6040.0,,False,,PARTS_LABOR_TRAVEL;DPFULL,NEW;PREOWNED,a0e8a00000Hfd3oAAB,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,,,8000.0,0058a00000MZsjwAAD,,,,"RI Extended Warranty 48 months or 8,000 operation hours. Parts Only",,,False,False,"RI Extended Warranty 48 months or 8,000 operation hours. Parts Only",,EXT-RI-48-8000-PWT-ENG-STR-HYDR-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2020-05-01,,2023-07-04T22:31:33.000+0000,Active,,EUROPE,False,,,2023-07-04T23:02:50.000+0000,,USD,2023-07-04T23:02:50.000+0000,48.0,True,,,,False,2060-12-31,,0.0,,,,,First Owner;Preowned;Dealer Rental,0058a00000MZsjwAAD,False,6041.0,,False,,PARTS_LABOR_TRAVEL;DPFULL,NEW;PREOWNED,a0e8a00000Hfd3pAAB,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,,,9500.0,0058a00000MZsjwAAD,,,,"RI Extended Warranty 48 months or 9,500 operation hours. Parts Only",,,False,False,"RI Extended Warranty 48 months or 9,500 operation hours. Parts Only",,EXT-RI-48-9500-PWT-ENG-STR-HYDR-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2020-05-01,,2023-07-04T22:31:33.000+0000,Active,,EUROPE,False,,,2023-07-04T23:02:50.000+0000,,USD,2023-07-04T23:02:50.000+0000,48.0,True,,,,False,2060-12-31,,0.0,,,,,First Owner;Preowned;Dealer Rental,0058a00000MZsjwAAD,False,6042.0,,False,,PARTS_LABOR_TRAVEL;DPFULL,NEW;PREOWNED,a0e8a00000Hfd3qAAB,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,,,12000.0,0058a00000MZsjwAAD,,,,"RI Extended Warranty 60 months or 12,000 operation hours. Parts Only",,,False,False,"RI Extended Warranty 60 months or 12,000 operation hours. Parts Only",,EXT-RI-60-12000-PWT-ENG-STR-HYDR-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2020-05-01,,2023-07-04T22:31:33.000+0000,Active,,EUROPE,False,,,2023-07-04T23:02:50.000+0000,,USD,2023-07-04T23:02:50.000+0000,60.0,True,,,,False,2060-12-31,,0.0,,,,,First Owner;Preowned;Dealer Rental,0058a00000MZsjwAAD,False,6043.0,,False,,PARTS_LABOR_TRAVEL;DPFULL,NEW;PREOWNED,a0e8a00000Hfd3rAAB,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,,,6000.0,0058a00000MZsjwAAD,,,,"RI Extended Warranty 60 months or 6,000 operation hours. Parts Only",,,False,False,"RI Extended Warranty 60 months or 6,000 operation hours. Parts Only",,EXT-RI-60-6000-PWT-ENG-STR-HYDR-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2020-05-01,,2023-07-04T22:31:33.000+0000,Active,,EUROPE,False,,,2023-07-04T23:02:50.000+0000,,USD,2023-07-04T23:02:50.000+0000,60.0,True,,,,False,2060-12-31,,0.0,,,,,First Owner;Preowned;Dealer Rental,0058a00000MZsjwAAD,False,6044.0,,False,,PARTS_LABOR_TRAVEL;DPFULL,NEW;PREOWNED,a0e8a00000Hfd3sAAB,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,,,8000.0,0058a00000MZsjwAAD,,,,"RI Extended Warranty 60 months or 8,000 operation hours. Parts Only",,,False,False,"RI Extended Warranty 60 months or 8,000 operation hours. Parts Only",,EXT-RI-60-8000-PWT-ENG-STR-HYDR-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2020-05-01,,2023-07-04T22:31:33.000+0000,Active,,EUROPE,False,,,2023-07-04T23:02:50.000+0000,,USD,2023-07-04T23:02:50.000+0000,60.0,True,,,,False,2060-12-31,,0.0,,,,,First Owner;Preowned;Dealer Rental,0058a00000MZsjwAAD,False,6045.0,,False,,PARTS_LABOR_TRAVEL;DPFULL,NEW;PREOWNED,a0e8a00000Hfd3tAAB,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,,,10000.0,0058a00000MZsjwAAD,,,,"RI Extended Warranty 60 months or 10,000 operation hours. Parts Only",,,False,False,"RI Extended Warranty 60 months or 10,000 operation hours. Parts Only",,EXT-RI-60-10000-PWT-ENG-STR-HYDR-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2020-05-01,,2023-07-04T22:31:33.000+0000,Active,,EUROPE,False,,,2023-07-04T23:02:50.000+0000,,USD,2023-07-04T23:02:50.000+0000,60.0,True,,,,False,2060-12-31,,0.0,,,,,First Owner;Preowned;Dealer Rental,0058a00000MZsjwAAD,False,6046.0,,False,,PARTS_LABOR_TRAVEL;DPFULL,NEW;PREOWNED,a0e8a00000Hfd3uAAB,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,,,12000.0,0058a00000MZsjwAAD,,,,"RI Extended Warranty 72 months or 12,000 operation hours. Parts Only",,,False,False,"RI Extended Warranty 72 months or 12,000 operation hours. Parts Only",,EXT-RI-72-12000-PWT-ENG-STR-HYDR-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2020-05-01,,2023-07-04T22:31:33.000+0000,Active,,EUROPE,False,,,2023-07-04T23:02:50.000+0000,,USD,2023-07-04T23:02:50.000+0000,72.0,True,,,,False,2060-12-31,,0.0,,,,,First Owner;Preowned;Dealer Rental,0058a00000MZsjwAAD,False,6047.0,,False,,PARTS_LABOR_TRAVEL;DPFULL,NEW;PREOWNED,a0e8a00000Hfd3vAAB,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,,,7000.0,0058a00000MZsjwAAD,,,,"RI Extended Warranty 72 months or 7,000 operation hours. Parts Only",,,False,False,"RI Extended Warranty 72 months or 7,000 operation hours. Parts Only",,EXT-RI-72-7000-PWT-ENG-STR-HYDR-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2020-05-01,,2023-07-04T22:31:33.000+0000,Active,,EUROPE,False,,,2023-07-04T23:02:50.000+0000,,USD,2023-07-04T23:02:50.000+0000,72.0,True,,,,False,2060-12-31,,0.0,,,,,First Owner;Preowned;Dealer Rental,0058a00000MZsjwAAD,False,6048.0,,False,,PARTS_LABOR_TRAVEL;DPFULL,NEW;PREOWNED,a0e8a00000Hfd3wAAB,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,,,8000.0,0058a00000MZsjwAAD,,,,"RI Extended Warranty 72 months or 8,000 operation hours. Parts Only",,,False,False,"RI Extended Warranty 72 months or 8,000 operation hours. Parts Only",,EXT-RI-72-8000-PWT-ENG-STR-HYDR-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2020-05-01,,2023-07-04T22:31:33.000+0000,Active,,EUROPE,False,,,2023-07-04T23:02:50.000+0000,,USD,2023-07-04T23:02:50.000+0000,72.0,True,,,,False,2060-12-31,,0.0,,,,,First Owner;Preowned;Dealer Rental,0058a00000MZsjwAAD,False,6049.0,,False,,PARTS_LABOR_TRAVEL;DPFULL,NEW;PREOWNED,a0e8a00000Hfd3xAAB,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,,,9500.0,0058a00000MZsjwAAD,,,,"RI Extended Warranty 72 months or 9,500 operation hours. Parts Only",,,False,False,"RI Extended Warranty 72 months or 9,500 operation hours. Parts Only",,EXT-RI-72-9500-PWT-ENG-STR-HYDR-P,,EUROPE,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",True,EXTENDED,ANY,False,2020-05-01,,2023-07-04T22:31:33.000+0000,Active,,EUROPE,False,,,2023-07-04T23:02:50.000+0000,,USD,2023-07-04T23:02:50.000+0000,72.0,True,,,,False,2060-12-31,,0.0,,,,,First Owner;Preowned;Dealer Rental,0058a00000MZsjwAAD,False,6050.0,,False,,PARTS_LABOR_TRAVEL;DPFULL,NEW;PREOWNED,a0e8a00000Hfd3yAAB,False,,99999.0
AND,,,False,,,0058a00000MaBalAAF,99999.0,,7700.0,0058a00000MaBalAAF,,,DX380LL-5 #10045 only,18 Months 3000 Hours Protection Plus POWERTRAIN + HYDRAULICS,DRIVELINE_HYDRAULIC,,False,False,24 Months 6000 Hours Protection Plus POWERTRAIN + HYDRAULICS,,EXT-PP-18-3000-POWERTRAIN_HYDRAULICS-LP-#10045,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Regional Account;Dealer Rental/ RPO",False,EXTENDED,ANY,False,2013-01-01,,2023-10-31T15:21:51.000+0000,Active,,NORTHAMERICA,False,,,2024-08-01T18:48:00.000+0000,0.0,USD,2024-08-01T18:48:00.000+0000,18.0,False,,,,False,2060-01-01,,0.0,,0.0,,0.0,First Owner;Preowned;Dealer Rental,0058a00000MaBalAAF,False,5024.0,,False,0.0,PARTS_LABOR;POWERTRAIN_HYDRAULICS,NEW,a0e8a00000IYYgXAAX,False,,99999.0
AND,0.0,,False,,,0058a00000MaBalAAF,99999.0,,2000.0,0058a00000MaBalAAF,,,,72 Months 2000 Hours Protection Plus Full,STANDARD_FULL,,False,False,72 Months 2000 Hours Protection Plus Full,,EXT-PP-72-2000-FULL-LP,,NORTHAMERICA,"Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Regional Account;Dealer Rental/ RPO",False,EXTENDED,ANY,False,2023-04-01,,2023-11-09T16:14:50.000+0000,Active,,NORTHAMERICA,False,,,2024-08-01T19:00:11.000+0000,,USD,2024-08-01T19:00:11.000+0000,72.0,True,,,,False,2056-04-01,,0.0,,,,,First Owner;Preowned;Dealer Rental,0058a00000MaBalAAF,False,5246.0,,False,,FULL;PARTS_LABOR,NEW,a0eUm0000003wkGIAQ,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,99999.0,,4000.0,0058a00000Ma0lHAAR,,,,"Extended 24 Months/4,000 Hours Warranty",,,False,False,"EXTENDED_24_4000_POWERTRAIN_OEM Parts, Labor&Travel By Distance",,EXT_24_4000_PWT_DLP,,EMERGING,Dealer Rental/ RPO,False,EXTENDED,,False,2014-03-17,,2023-11-10T06:27:50.000+0000,Active,,EMERGING,False,,,2024-09-12T22:05:31.000+0000,,USD,2024-09-12T22:05:31.000+0000,24.0,False,,,,False,2066-03-17,,99999.0,,,,,First Owner,0058a00000Ma0lHAAR,False,4634.0,EXT_24_4000_PWT_DLP,False,,,NEW,a0eUm0000004l5pIAA,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,,,5000.0,0058a00000Ma0lHAAR,,,,"Standard 24 Months/5,000 Hours Warranty",,,False,False,STANDARD_24_5000_FULL_OEM Parts only,,STD_24_5000_FULL_P,,EMERGING,Dealer Rental/ RPO,False,STANDARD,,False,2014-03-18,,2023-11-10T06:27:50.000+0000,Active,,EMERGING,False,,,2024-09-12T22:05:31.000+0000,,USD,2024-09-12T22:05:31.000+0000,24.0,False,,,,True,2066-03-18,,,,,,,First Owner,0058a00000Ma0lHAAR,False,4035.0,STD_24_5000_FULL_P,False,,,NEW,a0eUm0000004l5qIAA,False,,
OR,,,False,,,0058a00000MZsjwAAD,99999.0,,5000.0,0058a00000Ma0lHAAR,,,,"Extended 24 Months/5,000 Hours Warranty",,,False,False,EXTENDED_24_5000_FULL_OEM Parts&Labor,,EXT_24_5000_FULL_LP,,EMERGING,Dealer Rental/ RPO,False,EXTENDED,,False,2014-03-19,,2023-11-10T06:27:50.000+0000,Active,,EMERGING,False,,,2024-09-12T22:05:31.000+0000,,USD,2024-09-12T22:05:31.000+0000,24.0,False,,,,False,2066-03-19,,99999.0,,,,,First Owner,0058a00000Ma0lHAAR,False,4642.0,EXT_24_5000_FULL_LP,False,,,NEW,a0eUm0000004l5rIAA,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,99999.0,,5000.0,0058a00000Ma0lHAAR,,,,"Extended 24 Months/5,000 Hours Warranty",,,False,False,"EXTENDED_24_5000_FULL_OEM Parts, Labor&Travel By Distance",,EXT_24_5000_FULL_DLP,,EMERGING,Dealer Rental/ RPO,False,EXTENDED,,False,2014-03-20,,2023-11-10T06:27:50.000+0000,Active,,EMERGING,False,,,2024-09-12T22:05:31.000+0000,,USD,2024-09-12T22:05:31.000+0000,24.0,False,,,,False,2066-03-20,,99999.0,,,,,First Owner,0058a00000Ma0lHAAR,False,4641.0,EXT_24_5000_FULL_DLP,False,,,NEW,a0eUm0000004l5sIAA,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,99999.0,,5000.0,0058a00000Ma0lHAAR,,,,"Extended 24 Months/5,000 Hours Warranty",,,False,False,EXTENDED_24_5000_POWERTRAIN_OEM Parts only,,EXT_24_5000_PWT_P,,EMERGING,Dealer Rental/ RPO,False,EXTENDED,,False,2014-03-22,,2023-11-10T06:27:50.000+0000,Active,,EMERGING,False,,,2024-09-12T22:05:31.000+0000,,USD,2024-09-12T22:05:31.000+0000,24.0,False,,,,False,2066-03-22,,99999.0,,,,,First Owner,0058a00000Ma0lHAAR,False,4646.0,EXT_24_5000_PWT_P,False,,,NEW,a0eUm0000004l5tIAA,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,99999.0,,5000.0,0058a00000Ma0lHAAR,,,,"Extended 24 Months/5,000 Hours Warranty",,,False,False,EXTENDED_24_5000_POWERTRAIN_OEM Parts&Labor,,EXT_24_5000_PWT_LP,,EMERGING,Dealer Rental/ RPO,False,EXTENDED,,False,2014-03-23,,2023-11-10T06:27:50.000+0000,Active,,EMERGING,False,,,2024-09-12T22:05:31.000+0000,,USD,2024-09-12T22:05:31.000+0000,24.0,False,,,,False,2066-03-23,,99999.0,,,,,First Owner,0058a00000Ma0lHAAR,False,4645.0,EXT_24_5000_PWT_LP,False,,,NEW,a0eUm0000004l5uIAA,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,99999.0,,5000.0,0058a00000Ma0lHAAR,,,,"Extended 24 Months/5,000 Hours Warranty",,,False,False,"EXTENDED_24_5000_POWERTRAIN_OEM Parts, Labor&Travel By Distance",,EXT_24_5000_PWT_DLP,,EMERGING,Dealer Rental/ RPO,False,EXTENDED,,False,2014-03-24,,2023-11-10T06:27:50.000+0000,Active,,EMERGING,False,,,2024-09-12T22:05:31.000+0000,,USD,2024-09-12T22:05:31.000+0000,24.0,False,,,,False,2066-03-24,,99999.0,,,,,First Owner,0058a00000Ma0lHAAR,False,4644.0,EXT_24_5000_PWT_DLP,False,,,NEW,a0eUm0000004l5vIAA,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,99999.0,,6000.0,0058a00000Ma0lHAAR,,,,"Extended 36 Months/6,000 Hours Warranty",,,False,False,EXTENDED_36_6000_FULL_OEM Parts only,,EXT_36_6000_FULL_P,,EMERGING,Dealer Rental/ RPO,False,EXTENDED,,False,2014-03-25,,2023-11-10T06:27:50.000+0000,Active,,EMERGING,False,,,2024-09-12T22:05:31.000+0000,,USD,2024-09-12T22:05:31.000+0000,36.0,False,,,,False,2066-03-25,,99999.0,,,,,First Owner,0058a00000Ma0lHAAR,False,4674.0,EXT_36_6000_FULL_P,False,,,NEW,a0eUm0000004l5wIAA,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,99999.0,,6000.0,0058a00000Ma0lHAAR,,,,"Extended 36 Months/6,000 Hours Warranty",,,False,False,EXTENDED_36_6000_FULL_OEM Parts&Labor,,EXT_36_6000_FULL_,,EMERGING,Dealer Rental/ RPO,False,EXTENDED,,False,2014-03-26,,2023-11-10T06:27:50.000+0000,Active,,EMERGING,False,,,2024-09-12T22:05:31.000+0000,,USD,2024-09-12T22:05:31.000+0000,36.0,False,,,,False,2066-03-26,,99999.0,,,,,First Owner,0058a00000Ma0lHAAR,False,4673.0,EXT_36_6000_FULL_LP,False,,,NEW,a0eUm0000004l5xIAA,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,99999.0,,6000.0,0058a00000Ma0lHAAR,,,,"Extended 36 Months/6,000 Hours Warranty",,,False,False,"EXTENDED_36_6000_FULL_OEM Parts, Labor&Travel By Distance",,EXT_36_6000_FULL_DLP,,EMERGING,Dealer Rental/ RPO,False,EXTENDED,,False,2014-03-27,,2023-11-10T06:27:50.000+0000,Active,,EMERGING,False,,,2024-09-12T22:05:31.000+0000,,USD,2024-09-12T22:05:31.000+0000,36.0,False,,,,False,2066-03-27,,99999.0,,,,,First Owner,0058a00000Ma0lHAAR,False,4671.0,EXT_36_6000_FULL_DLP,False,,,NEW,a0eUm0000004l5yIAA,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,99999.0,,6000.0,0058a00000Ma0lHAAR,,,,"Extended 36 Months/6,000 Hours Warranty",,,False,False,EXTENDED_36_6000_POWERTRAIN_OEM Parts only,,EXT_36_6000_PWT_P,,EMERGING,Dealer Rental/ RPO,False,EXTENDED,,False,2014-03-29,,2023-11-10T06:27:50.000+0000,Active,,EMERGING,False,,,2024-09-12T22:05:31.000+0000,,USD,2024-09-12T22:05:31.000+0000,36.0,False,,,,False,2066-03-29,,99999.0,,,,,First Owner,0058a00000Ma0lHAAR,False,4679.0,EXT_36_6000_PWT_P,False,,,NEW,a0eUm0000004l5zIAA,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,99999.0,,6000.0,0058a00000Ma0lHAAR,,,,"Extended 36 Months/6,000 Hours Warranty",,,False,False,"EXTENDED_36_6000_POWERTRAIN_OEM Parts, Labor&Travel By Distance",,EXT_36_6000_PWT_DLP,,EMERGING,Dealer Rental/ RPO,False,EXTENDED,,False,2014-03-31,,2023-11-10T06:27:50.000+0000,Active,,EMERGING,False,,,2024-09-12T22:05:31.000+0000,,USD,2024-09-12T22:05:31.000+0000,36.0,False,,,,False,2066-03-31,,99999.0,,,,,First Owner,0058a00000Ma0lHAAR,False,4676.0,EXT_36_6000_PWT_DLP,False,,,NEW,a0eUm0000004l61IAA,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,99999.0,,8000.0,0058a00000Ma0lHAAR,,,,"Extended 36 Months/8,000 Hours Warranty",,,False,False,"EXTENDED_36_8000_FULL_OEM Parts, Labor&Travel By Distance",,EXT_36_8000_FULL_DLP,,EMERGING,Dealer Rental/ RPO,False,EXTENDED,,False,2014-04-01,,2023-11-10T06:27:50.000+0000,Active,,EMERGING,False,,,2024-09-12T22:05:31.000+0000,,USD,2024-09-12T22:05:31.000+0000,36.0,False,,,,False,2066-04-01,,99999.0,,,,,First Owner,0058a00000Ma0lHAAR,False,4680.0,EXT_36_8000_FULL_DLP,False,,,NEW,a0eUm0000004l62IAA,False,,99999.0
OR,,,False,,,0058a00000MZsjwAAD,99999.0,,8000.0,0058a00000Ma0lHAAR,,,,"Extended 48 Months/8,000 Hours Warranty",,,False,False,EXTENDED_48_8000_FULL_OEM Parts only,,EXT_48_8000_FULL_P,,EMERGING,Dealer Rental/ RPO,False,EXTENDED,,False,2014-04-02,,2023-11-10T06:27:50.000+0000,Active,,EMERGING,False,,,2024-09-12T22:05:31.000+0000,,USD,2024-09-12T22:05:31.000+0000,48.0,False,,,,False,2066-04-02,,99999.0,,,,,First Owner,0058a00000Ma0lHAAR,False,4694.0,EXT_48_8000_FULL_P,False,,,NEW,a0eUm0000004l63IAA,False,,99999.0
